HBT,HealthBoardName,Specialty,SpecialtyName,PatientType,ForecastDate,yhat,yhat_lower,yhat_upper
S08000017,NHS Dumfries & Galloway,J3,Specialty (J3),New Outpatient,2026-06-01,28.08,10.15,46.1
S08000017,NHS Dumfries & Galloway,J3,Specialty (J3),New Outpatient,2026-07-01,26.06,9.05,41.96
S08000017,NHS Dumfries & Galloway,J3,Specialty (J3),New Outpatient,2026-08-01,24.19,8.15,40.51
S08000017,NHS Dumfries & Galloway,J3,Specialty (J3),New Outpatient,2026-09-01,19.67,2.22,35.69
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),Inpatient/Day case,2026-04-01,68.7,35.22,100.0
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),Inpatient/Day case,2026-05-01,62.57,29.11,96.28
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),Inpatient/Day case,2026-06-01,75.44,39.8,100.0
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),Inpatient/Day case,2026-07-01,64.07,29.32,98.36
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),Inpatient/Day case,2026-08-01,73.72,38.57,100.0
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),Inpatient/Day case,2026-09-01,60.69,26.53,98.22
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),New Outpatient,2026-04-01,8.46,4.03,13.04
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),New Outpatient,2026-05-01,8.22,3.39,12.75
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),New Outpatient,2026-06-01,8.76,4.16,13.5
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),New Outpatient,2026-07-01,7.6,3.15,12.06
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),New Outpatient,2026-08-01,6.94,2.1,11.5
S08000017,NHS Dumfries & Galloway,J4,Specialty (J4),New Outpatient,2026-09-01,7.13,2.67,12.0
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,Inpatient/Day case,2026-04-01,71.83,57.63,86.61
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,Inpatient/Day case,2026-05-01,74.91,61.21,88.39
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,Inpatient/Day case,2026-06-01,76.71,63.22,90.25
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,Inpatient/Day case,2026-07-01,76.52,61.81,90.26
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,Inpatient/Day case,2026-08-01,76.11,61.55,89.77
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,Inpatient/Day case,2026-09-01,76.58,64.0,90.41
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,New Outpatient,2026-04-01,54.48,44.27,65.0
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,New Outpatient,2026-05-01,58.1,48.27,68.71
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,New Outpatient,2026-06-01,61.12,50.55,71.91
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,New Outpatient,2026-07-01,62.05,52.53,73.45
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,New Outpatient,2026-08-01,61.23,50.64,71.8
S08000017,NHS Dumfries & Galloway,Z9,All Specialties,New Outpatient,2026-09-01,61.68,51.03,72.27
S08000019,NHS Forth Valley,A1,General Surgery,New Outpatient,2026-04-01,30.55,7.84,50.93
S08000019,NHS Forth Valley,A1,General Surgery,New Outpatient,2026-05-01,33.24,11.92,54.84
S08000019,NHS Forth Valley,A1,General Surgery,New Outpatient,2026-06-01,33.22,12.63,54.55
S08000019,NHS Forth Valley,A1,General Surgery,New Outpatient,2026-07-01,34.22,12.21,55.93
S08000019,NHS Forth Valley,A1,General Surgery,New Outpatient,2026-08-01,34.65,15.74,55.53
S08000019,NHS Forth Valley,A1,General Surgery,New Outpatient,2026-09-01,37.36,14.96,60.45
S08000019,NHS Forth Valley,A2,Specialty (A2),Inpatient/Day case,2026-04-01,5.45,0.0,26.13
S08000019,NHS Forth Valley,A2,Specialty (A2),Inpatient/Day case,2026-05-01,2.99,0.0,23.03
S08000019,NHS Forth Valley,A2,Specialty (A2),Inpatient/Day case,2026-06-01,4.44,0.0,25.02
S08000019,NHS Forth Valley,A2,Specialty (A2),Inpatient/Day case,2026-07-01,5.23,0.0,26.27
S08000019,NHS Forth Valley,A2,Specialty (A2),Inpatient/Day case,2026-08-01,7.29,0.0,26.38
S08000019,NHS Forth Valley,A2,Specialty (A2),Inpatient/Day case,2026-09-01,13.16,0.0,32.84
S08000019,NHS Forth Valley,A2,Specialty (A2),New Outpatient,2026-04-01,26.36,12.49,40.06
S08000019,NHS Forth Valley,A2,Specialty (A2),New Outpatient,2026-05-01,25.08,10.71,38.32
S08000019,NHS Forth Valley,A2,Specialty (A2),New Outpatient,2026-06-01,25.03,11.58,38.5
S08000019,NHS Forth Valley,A2,Specialty (A2),New Outpatient,2026-07-01,27.2,12.78,41.23
S08000019,NHS Forth Valley,A2,Specialty (A2),New Outpatient,2026-08-01,28.27,15.67,42.43
S08000019,NHS Forth Valley,A2,Specialty (A2),New Outpatient,2026-09-01,29.42,15.23,43.24
S08000019,NHS Forth Valley,A6,Specialty (A6),New Outpatient,2026-04-01,7.0,0.0,23.85
S08000019,NHS Forth Valley,A6,Specialty (A6),New Outpatient,2026-05-01,8.53,0.0,25.73
S08000019,NHS Forth Valley,A6,Specialty (A6),New Outpatient,2026-06-01,6.36,0.0,23.22
S08000019,NHS Forth Valley,A6,Specialty (A6),New Outpatient,2026-07-01,6.08,0.0,22.99
S08000019,NHS Forth Valley,A6,Specialty (A6),New Outpatient,2026-08-01,6.45,0.0,24.28
S08000019,NHS Forth Valley,A6,Specialty (A6),New Outpatient,2026-09-01,5.25,0.0,22.51
S08000019,NHS Forth Valley,A7,Specialty (A7),New Outpatient,2026-04-01,42.89,27.12,57.15
S08000019,NHS Forth Valley,A7,Specialty (A7),New Outpatient,2026-05-01,42.72,29.74,57.57
S08000019,NHS Forth Valley,A7,Specialty (A7),New Outpatient,2026-06-01,45.28,31.83,59.68
S08000019,NHS Forth Valley,A7,Specialty (A7),New Outpatient,2026-07-01,45.96,31.65,60.91
S08000019,NHS Forth Valley,A7,Specialty (A7),New Outpatient,2026-08-01,47.39,32.79,61.56
S08000019,NHS Forth Valley,A7,Specialty (A7),New Outpatient,2026-09-01,49.57,35.57,65.05
S08000019,NHS Forth Valley,A8,Specialty (A8),New Outpatient,2019-04-01,24.38,8.2,40.52
S08000019,NHS Forth Valley,A8,Specialty (A8),New Outpatient,2019-05-01,22.96,5.9,41.27
S08000019,NHS Forth Valley,A8,Specialty (A8),New Outpatient,2019-06-01,24.33,6.29,41.33
S08000019,NHS Forth Valley,A8,Specialty (A8),New Outpatient,2019-07-01,22.71,6.25,39.8
S08000019,NHS Forth Valley,A8,Specialty (A8),New Outpatient,2019-08-01,24.71,7.96,42.01
S08000019,NHS Forth Valley,A8,Specialty (A8),New Outpatient,2019-09-01,22.73,5.53,41.16
S08000019,NHS Forth Valley,A81,Specialty (A81),New Outpatient,2026-04-01,30.72,13.04,46.79
S08000019,NHS Forth Valley,A81,Specialty (A81),New Outpatient,2026-05-01,31.3,16.06,48.05
S08000019,NHS Forth Valley,A81,Specialty (A81),New Outpatient,2026-06-01,33.41,15.96,49.86
S08000019,NHS Forth Valley,A81,Specialty (A81),New Outpatient,2026-07-01,34.57,16.56,49.66
S08000019,NHS Forth Valley,A81,Specialty (A81),New Outpatient,2026-08-01,31.56,14.46,47.82
S08000019,NHS Forth Valley,A81,Specialty (A81),New Outpatient,2026-09-01,32.95,16.35,50.29
S08000019,NHS Forth Valley,A82,Specialty (A82),New Outpatient,2026-04-01,17.94,6.78,29.68
S08000019,NHS Forth Valley,A82,Specialty (A82),New Outpatient,2026-05-01,16.94,5.63,28.76
S08000019,NHS Forth Valley,A82,Specialty (A82),New Outpatient,2026-06-01,21.62,9.9,33.09
S08000019,NHS Forth Valley,A82,Specialty (A82),New Outpatient,2026-07-01,20.07,8.19,31.5
S08000019,NHS Forth Valley,A82,Specialty (A82),New Outpatient,2026-08-01,18.35,6.4,30.17
S08000019,NHS Forth Valley,A82,Specialty (A82),New Outpatient,2026-09-01,17.69,5.59,29.8
S08000019,NHS Forth Valley,A9,Specialty (A9),New Outpatient,2026-04-01,29.97,3.88,55.52
S08000019,NHS Forth Valley,A9,Specialty (A9),New Outpatient,2026-05-01,32.35,7.63,57.67
S08000019,NHS Forth Valley,A9,Specialty (A9),New Outpatient,2026-06-01,31.03,2.55,54.96
S08000019,NHS Forth Valley,A9,Specialty (A9),New Outpatient,2026-07-01,30.31,4.73,55.27
S08000019,NHS Forth Valley,A9,Specialty (A9),New Outpatient,2026-08-01,31.66,6.24,57.56
S08000019,NHS Forth Valley,A9,Specialty (A9),New Outpatient,2026-09-01,33.36,8.0,57.6
S08000019,NHS Forth Valley,AB,Specialty (AB),New Outpatient,2026-04-01,27.85,9.72,47.74
S08000019,NHS Forth Valley,AB,Specialty (AB),New Outpatient,2026-05-01,29.41,9.38,49.61
S08000019,NHS Forth Valley,AB,Specialty (AB),New Outpatient,2026-06-01,29.07,8.94,47.97
S08000019,NHS Forth Valley,AB,Specialty (AB),New Outpatient,2026-07-01,29.94,10.03,49.27
S08000019,NHS Forth Valley,AB,Specialty (AB),New Outpatient,2026-08-01,28.63,9.72,48.18
S08000019,NHS Forth Valley,AB,Specialty (AB),New Outpatient,2026-09-01,28.76,11.12,48.09
S08000019,NHS Forth Valley,AF,Specialty (AF),New Outpatient,2026-04-01,26.39,9.29,41.81
S08000019,NHS Forth Valley,AF,Specialty (AF),New Outpatient,2026-05-01,30.75,15.54,46.34
S08000019,NHS Forth Valley,AF,Specialty (AF),New Outpatient,2026-06-01,33.87,16.91,48.45
S08000019,NHS Forth Valley,AF,Specialty (AF),New Outpatient,2026-07-01,34.47,19.67,50.91
S08000019,NHS Forth Valley,AF,Specialty (AF),New Outpatient,2026-08-01,34.47,17.83,51.1
S08000019,NHS Forth Valley,AF,Specialty (AF),New Outpatient,2026-09-01,33.47,18.66,49.76
S08000019,NHS Forth Valley,AG,Specialty (AG),New Outpatient,2026-04-01,39.68,23.74,56.18
S08000019,NHS Forth Valley,AG,Specialty (AG),New Outpatient,2026-05-01,35.54,18.85,51.75
S08000019,NHS Forth Valley,AG,Specialty (AG),New Outpatient,2026-06-01,34.77,18.02,51.06
S08000019,NHS Forth Valley,AG,Specialty (AG),New Outpatient,2026-07-01,35.83,18.65,52.99
S08000019,NHS Forth Valley,AG,Specialty (AG),New Outpatient,2026-08-01,34.12,18.56,50.34
S08000019,NHS Forth Valley,AG,Specialty (AG),New Outpatient,2026-09-01,32.07,14.89,48.97
S08000019,NHS Forth Valley,AH,Specialty (AH),New Outpatient,2026-04-01,8.5,0.0,26.25
S08000019,NHS Forth Valley,AH,Specialty (AH),New Outpatient,2026-05-01,8.88,0.0,26.21
S08000019,NHS Forth Valley,AH,Specialty (AH),New Outpatient,2026-06-01,10.83,0.0,29.28
S08000019,NHS Forth Valley,AH,Specialty (AH),New Outpatient,2026-07-01,9.48,0.0,28.37
S08000019,NHS Forth Valley,AH,Specialty (AH),New Outpatient,2026-08-01,9.36,0.0,27.27
S08000019,NHS Forth Valley,AH,Specialty (AH),New Outpatient,2026-09-01,10.67,0.0,28.62
S08000019,NHS Forth Valley,AP,Specialty (AP),New Outpatient,2026-03-01,84.21,49.55,100.0
S08000019,NHS Forth Valley,AP,Specialty (AP),New Outpatient,2026-04-01,94.48,58.07,100.0
S08000019,NHS Forth Valley,AP,Specialty (AP),New Outpatient,2026-05-01,91.7,54.95,100.0
S08000019,NHS Forth Valley,AP,Specialty (AP),New Outpatient,2026-06-01,86.9,49.62,100.0
S08000019,NHS Forth Valley,AP,Specialty (AP),New Outpatient,2026-07-01,88.25,49.23,100.0
S08000019,NHS Forth Valley,AP,Specialty (AP),New Outpatient,2026-08-01,95.05,57.52,100.0
S08000019,NHS Forth Valley,AQ,Specialty (AQ),New Outpatient,2026-04-01,51.26,21.81,77.85
S08000019,NHS Forth Valley,AQ,Specialty (AQ),New Outpatient,2026-05-01,54.37,24.23,83.23
S08000019,NHS Forth Valley,AQ,Specialty (AQ),New Outpatient,2026-06-01,56.34,27.23,83.3
S08000019,NHS Forth Valley,AQ,Specialty (AQ),New Outpatient,2026-07-01,55.15,25.92,83.84
S08000019,NHS Forth Valley,AQ,Specialty (AQ),New Outpatient,2026-08-01,56.33,28.39,83.63
S08000019,NHS Forth Valley,AQ,Specialty (AQ),New Outpatient,2026-09-01,58.57,29.0,87.53
S08000019,NHS Forth Valley,AR,Specialty (AR),New Outpatient,2026-04-01,18.06,0.0,45.84
S08000019,NHS Forth Valley,AR,Specialty (AR),New Outpatient,2026-05-01,20.67,0.0,48.7
S08000019,NHS Forth Valley,AR,Specialty (AR),New Outpatient,2026-06-01,18.6,0.0,47.5
S08000019,NHS Forth Valley,AR,Specialty (AR),New Outpatient,2026-07-01,16.72,0.0,46.3
S08000019,NHS Forth Valley,AR,Specialty (AR),New Outpatient,2026-08-01,16.26,0.0,45.88
S08000019,NHS Forth Valley,AR,Specialty (AR),New Outpatient,2026-09-01,18.33,0.0,48.24
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-04-01,51.6,42.21,61.62
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-05-01,58.41,48.24,68.16
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-06-01,63.66,53.75,74.61
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-07-01,63.36,53.14,73.5
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-08-01,64.16,55.17,73.93
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,Inpatient/Day case,2026-09-01,59.22,49.05,69.27
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,New Outpatient,2026-04-01,24.58,13.29,36.01
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,New Outpatient,2026-05-01,26.26,15.42,38.15
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,New Outpatient,2026-06-01,27.7,16.68,38.97
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,New Outpatient,2026-07-01,23.96,13.02,35.26
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,New Outpatient,2026-08-01,24.87,13.87,35.69
S08000019,NHS Forth Valley,C1,Cardiothoracic Surgery,New Outpatient,2026-09-01,25.93,14.68,37.05
S08000019,NHS Forth Valley,C12,Thoracic Surgery,Inpatient/Day case,2026-04-01,52.8,26.89,80.03
S08000019,NHS Forth Valley,C12,Thoracic Surgery,Inpatient/Day case,2026-05-01,54.39,28.23,81.08
S08000019,NHS Forth Valley,C12,Thoracic Surgery,Inpatient/Day case,2026-06-01,57.28,28.9,85.61
S08000019,NHS Forth Valley,C12,Thoracic Surgery,Inpatient/Day case,2026-07-01,62.25,37.0,87.97
S08000019,NHS Forth Valley,C12,Thoracic Surgery,Inpatient/Day case,2026-08-01,61.68,35.53,87.6
S08000019,NHS Forth Valley,C12,Thoracic Surgery,Inpatient/Day case,2026-09-01,62.64,35.22,89.25
S08000019,NHS Forth Valley,C12,Thoracic Surgery,New Outpatient,2026-04-01,0.72,0.0,14.72
S08000019,NHS Forth Valley,C12,Thoracic Surgery,New Outpatient,2026-05-01,0.87,0.0,15.69
S08000019,NHS Forth Valley,C12,Thoracic Surgery,New Outpatient,2026-06-01,4.3,0.0,17.75
S08000019,NHS Forth Valley,C12,Thoracic Surgery,New Outpatient,2026-07-01,5.23,0.0,20.07
S08000019,NHS Forth Valley,C12,Thoracic Surgery,New Outpatient,2026-08-01,4.01,0.0,17.98
S08000019,NHS Forth Valley,C12,Thoracic Surgery,New Outpatient,2026-09-01,3.92,0.0,17.12
S08000019,NHS Forth Valley,C13,Specialty (C13),Inpatient/Day case,2026-04-01,38.61,15.36,63.98
S08000019,NHS Forth Valley,C13,Specialty (C13),Inpatient/Day case,2026-05-01,41.54,17.61,64.95
S08000019,NHS Forth Valley,C13,Specialty (C13),Inpatient/Day case,2026-06-01,42.24,17.87,66.71
S08000019,NHS Forth Valley,C13,Specialty (C13),Inpatient/Day case,2026-07-01,41.64,17.17,65.84
S08000019,NHS Forth Valley,C13,Specialty (C13),Inpatient/Day case,2026-08-01,41.01,18.0,67.75
S08000019,NHS Forth Valley,C13,Specialty (C13),Inpatient/Day case,2026-09-01,38.36,16.33,64.26
S08000019,NHS Forth Valley,C13,Specialty (C13),New Outpatient,2026-04-01,32.91,8.91,59.78
S08000019,NHS Forth Valley,C13,Specialty (C13),New Outpatient,2026-05-01,36.2,11.99,62.1
S08000019,NHS Forth Valley,C13,Specialty (C13),New Outpatient,2026-06-01,38.47,13.35,64.57
S08000019,NHS Forth Valley,C13,Specialty (C13),New Outpatient,2026-07-01,42.39,15.94,68.8
S08000019,NHS Forth Valley,C13,Specialty (C13),New Outpatient,2026-08-01,40.79,15.65,66.05
S08000019,NHS Forth Valley,C13,Specialty (C13),New Outpatient,2026-09-01,36.98,10.76,61.86
S08000019,NHS Forth Valley,C3,Plastic Surgery,Inpatient/Day case,2016-04-01,2.57,0.37,4.88
S08000019,NHS Forth Valley,C3,Plastic Surgery,Inpatient/Day case,2016-05-01,5.49,3.25,7.7
S08000019,NHS Forth Valley,C3,Plastic Surgery,Inpatient/Day case,2016-06-01,0.04,0.0,2.27
S08000019,NHS Forth Valley,C3,Plastic Surgery,Inpatient/Day case,2016-07-01,0.0,0.0,0.0
S08000019,NHS Forth Valley,C3,Plastic Surgery,Inpatient/Day case,2016-08-01,0.0,0.0,0.0
S08000019,NHS Forth Valley,C3,Plastic Surgery,Inpatient/Day case,2016-09-01,1.24,0.0,3.42
S08000019,NHS Forth Valley,C3,Plastic Surgery,New Outpatient,2019-01-01,71.88,47.96,95.55
S08000019,NHS Forth Valley,C3,Plastic Surgery,New Outpatient,2019-02-01,84.44,60.83,100.0
S08000019,NHS Forth Valley,C3,Plastic Surgery,New Outpatient,2019-03-01,72.48,49.86,96.09
S08000019,NHS Forth Valley,C3,Plastic Surgery,New Outpatient,2019-04-01,51.26,27.78,75.29
S08000019,NHS Forth Valley,C3,Plastic Surgery,New Outpatient,2019-05-01,69.46,47.26,91.42
S08000019,NHS Forth Valley,C3,Plastic Surgery,New Outpatient,2019-06-01,71.88,47.25,94.86
S08000019,NHS Forth Valley,C31,Specialty (C31),Inpatient/Day case,2026-04-01,73.54,55.78,93.3
S08000019,NHS Forth Valley,C31,Specialty (C31),Inpatient/Day case,2026-05-01,75.8,56.5,94.7
S08000019,NHS Forth Valley,C31,Specialty (C31),Inpatient/Day case,2026-06-01,82.57,63.46,100.0
S08000019,NHS Forth Valley,C31,Specialty (C31),Inpatient/Day case,2026-07-01,79.42,59.33,100.0
S08000019,NHS Forth Valley,C31,Specialty (C31),Inpatient/Day case,2026-08-01,78.99,59.41,99.15
S08000019,NHS Forth Valley,C31,Specialty (C31),Inpatient/Day case,2026-09-01,81.92,63.49,100.0
S08000019,NHS Forth Valley,C31,Specialty (C31),New Outpatient,2026-04-01,33.68,17.8,49.68
S08000019,NHS Forth Valley,C31,Specialty (C31),New Outpatient,2026-05-01,38.72,24.21,55.03
S08000019,NHS Forth Valley,C31,Specialty (C31),New Outpatient,2026-06-01,40.01,24.6,55.98
S08000019,NHS Forth Valley,C31,Specialty (C31),New Outpatient,2026-07-01,39.76,22.92,54.41
S08000019,NHS Forth Valley,C31,Specialty (C31),New Outpatient,2026-08-01,41.03,25.7,57.38
S08000019,NHS Forth Valley,C31,Specialty (C31),New Outpatient,2026-09-01,44.14,27.72,60.4
S08000019,NHS Forth Valley,C5,Gynaecology,Inpatient/Day case,2026-04-01,71.19,50.42,90.99
S08000019,NHS Forth Valley,C5,Gynaecology,Inpatient/Day case,2026-05-01,74.85,54.06,94.67
S08000019,NHS Forth Valley,C5,Gynaecology,Inpatient/Day case,2026-06-01,78.43,57.16,96.91
S08000019,NHS Forth Valley,C5,Gynaecology,Inpatient/Day case,2026-07-01,78.76,60.04,97.98
S08000019,NHS Forth Valley,C5,Gynaecology,Inpatient/Day case,2026-08-01,79.57,61.17,98.52
S08000019,NHS Forth Valley,C5,Gynaecology,Inpatient/Day case,2026-09-01,79.53,59.85,99.97
S08000019,NHS Forth Valley,C5,Gynaecology,New Outpatient,2026-04-01,36.71,9.73,64.17
S08000019,NHS Forth Valley,C5,Gynaecology,New Outpatient,2026-05-01,38.3,9.7,63.1
S08000019,NHS Forth Valley,C5,Gynaecology,New Outpatient,2026-06-01,41.27,14.84,68.87
S08000019,NHS Forth Valley,C5,Gynaecology,New Outpatient,2026-07-01,42.16,15.11,70.99
S08000019,NHS Forth Valley,C5,Gynaecology,New Outpatient,2026-08-01,43.03,14.57,71.41
S08000019,NHS Forth Valley,C5,Gynaecology,New Outpatient,2026-09-01,46.11,17.95,75.06
S08000019,NHS Forth Valley,C6,Ophthalmology,New Outpatient,2023-08-01,40.52,10.19,68.23
S08000019,NHS Forth Valley,C6,Ophthalmology,New Outpatient,2023-09-01,37.09,7.7,65.04
S08000019,NHS Forth Valley,C6,Ophthalmology,New Outpatient,2023-10-01,41.82,12.76,67.99
S08000019,NHS Forth Valley,C6,Ophthalmology,New Outpatient,2023-11-01,39.57,12.31,69.66
S08000019,NHS Forth Valley,C6,Ophthalmology,New Outpatient,2023-12-01,39.53,9.4,66.64
S08000019,NHS Forth Valley,C6,Ophthalmology,New Outpatient,2024-01-01,41.51,14.41,69.76
S08000019,NHS Forth Valley,C7,Orthopaedics,Inpatient/Day case,2026-04-01,41.57,23.82,59.43
S08000019,NHS Forth Valley,C7,Orthopaedics,Inpatient/Day case,2026-05-01,43.07,25.75,60.7
S08000019,NHS Forth Valley,C7,Orthopaedics,Inpatient/Day case,2026-06-01,45.72,27.24,63.29
S08000019,NHS Forth Valley,C7,Orthopaedics,Inpatient/Day case,2026-07-01,49.26,32.31,67.66
S08000019,NHS Forth Valley,C7,Orthopaedics,Inpatient/Day case,2026-08-01,50.45,32.88,67.22
S08000019,NHS Forth Valley,C7,Orthopaedics,Inpatient/Day case,2026-09-01,51.3,33.64,68.16
S08000019,NHS Forth Valley,C7,Orthopaedics,New Outpatient,2026-04-01,41.52,23.65,59.6
S08000019,NHS Forth Valley,C7,Orthopaedics,New Outpatient,2026-05-01,43.65,25.2,61.99
S08000019,NHS Forth Valley,C7,Orthopaedics,New Outpatient,2026-06-01,46.6,28.21,66.43
S08000019,NHS Forth Valley,C7,Orthopaedics,New Outpatient,2026-07-01,49.22,30.44,67.92
S08000019,NHS Forth Valley,C7,Orthopaedics,New Outpatient,2026-08-01,48.64,29.93,67.4
S08000019,NHS Forth Valley,C7,Orthopaedics,New Outpatient,2026-09-01,48.07,28.29,66.56
S08000019,NHS Forth Valley,C8,Neurosurgery,Inpatient/Day case,2026-04-01,63.21,50.26,76.6
S08000019,NHS Forth Valley,C8,Neurosurgery,Inpatient/Day case,2026-05-01,66.64,52.85,79.84
S08000019,NHS Forth Valley,C8,Neurosurgery,Inpatient/Day case,2026-06-01,69.76,56.58,82.85
S08000019,NHS Forth Valley,C8,Neurosurgery,Inpatient/Day case,2026-07-01,68.44,54.67,80.98
S08000019,NHS Forth Valley,C8,Neurosurgery,Inpatient/Day case,2026-08-01,67.65,53.9,82.1
S08000019,NHS Forth Valley,C8,Neurosurgery,Inpatient/Day case,2026-09-01,67.26,54.11,80.17
S08000019,NHS Forth Valley,C8,Neurosurgery,New Outpatient,2026-04-01,24.03,11.26,37.27
S08000019,NHS Forth Valley,C8,Neurosurgery,New Outpatient,2026-05-01,25.73,12.69,38.91
S08000019,NHS Forth Valley,C8,Neurosurgery,New Outpatient,2026-06-01,26.12,13.1,38.8
S08000019,NHS Forth Valley,C8,Neurosurgery,New Outpatient,2026-07-01,25.04,11.62,37.88
S08000019,NHS Forth Valley,C8,Neurosurgery,New Outpatient,2026-08-01,24.95,11.97,39.52
S08000019,NHS Forth Valley,C8,Neurosurgery,New Outpatient,2026-09-01,27.51,13.94,39.62
S08000019,NHS Forth Valley,C9,Oral Surgery,Inpatient/Day case,2026-04-01,0.0,0.0,1.71
S08000019,NHS Forth Valley,C9,Oral Surgery,Inpatient/Day case,2026-05-01,9.64,0.0,25.93
S08000019,NHS Forth Valley,C9,Oral Surgery,Inpatient/Day case,2026-06-01,0.0,0.0,11.28
S08000019,NHS Forth Valley,C9,Oral Surgery,Inpatient/Day case,2026-07-01,4.41,0.0,20.96
S08000019,NHS Forth Valley,C9,Oral Surgery,Inpatient/Day case,2026-08-01,0.0,0.0,8.23
S08000019,NHS Forth Valley,C9,Oral Surgery,Inpatient/Day case,2026-09-01,28.92,12.09,44.26
S08000019,NHS Forth Valley,C9,Oral Surgery,New Outpatient,2026-04-01,69.65,39.65,99.19
S08000019,NHS Forth Valley,C9,Oral Surgery,New Outpatient,2026-05-01,58.93,27.85,88.87
S08000019,NHS Forth Valley,C9,Oral Surgery,New Outpatient,2026-06-01,46.81,17.26,77.17
S08000019,NHS Forth Valley,C9,Oral Surgery,New Outpatient,2026-07-01,57.9,28.26,87.22
S08000019,NHS Forth Valley,C9,Oral Surgery,New Outpatient,2026-08-01,49.52,20.09,80.26
S08000019,NHS Forth Valley,C9,Oral Surgery,New Outpatient,2026-09-01,56.87,25.22,86.2
S08000019,NHS Forth Valley,CA,Specialty (CA),Inpatient/Day case,2026-04-01,58.31,31.51,85.42
S08000019,NHS Forth Valley,CA,Specialty (CA),Inpatient/Day case,2026-05-01,60.64,33.88,89.75
S08000019,NHS Forth Valley,CA,Specialty (CA),Inpatient/Day case,2026-06-01,60.68,34.22,88.92
S08000019,NHS Forth Valley,CA,Specialty (CA),Inpatient/Day case,2026-07-01,69.57,41.69,98.46
S08000019,NHS Forth Valley,CA,Specialty (CA),Inpatient/Day case,2026-08-01,66.72,39.82,94.67
S08000019,NHS Forth Valley,CA,Specialty (CA),Inpatient/Day case,2026-09-01,67.02,39.66,96.75
S08000019,NHS Forth Valley,CA,Specialty (CA),New Outpatient,2026-04-01,56.66,34.0,80.2
S08000019,NHS Forth Valley,CA,Specialty (CA),New Outpatient,2026-05-01,63.09,40.31,86.99
S08000019,NHS Forth Valley,CA,Specialty (CA),New Outpatient,2026-06-01,64.22,43.89,87.72
S08000019,NHS Forth Valley,CA,Specialty (CA),New Outpatient,2026-07-01,63.58,38.78,85.08
S08000019,NHS Forth Valley,CA,Specialty (CA),New Outpatient,2026-08-01,66.2,43.02,89.75
S08000019,NHS Forth Valley,CA,Specialty (CA),New Outpatient,2026-09-01,68.32,45.63,90.41
S08000019,NHS Forth Valley,CB,Specialty (CB),Inpatient/Day case,2026-04-01,71.68,53.25,89.68
S08000019,NHS Forth Valley,CB,Specialty (CB),Inpatient/Day case,2026-05-01,73.94,56.61,91.57
S08000019,NHS Forth Valley,CB,Specialty (CB),Inpatient/Day case,2026-06-01,73.72,55.28,92.29
S08000019,NHS Forth Valley,CB,Specialty (CB),Inpatient/Day case,2026-07-01,73.77,55.82,91.33
S08000019,NHS Forth Valley,CB,Specialty (CB),Inpatient/Day case,2026-08-01,73.56,55.21,89.82
S08000019,NHS Forth Valley,CB,Specialty (CB),Inpatient/Day case,2026-09-01,73.54,53.98,91.64
S08000019,NHS Forth Valley,CB,Specialty (CB),New Outpatient,2026-04-01,50.67,34.68,68.16
S08000019,NHS Forth Valley,CB,Specialty (CB),New Outpatient,2026-05-01,56.47,39.17,72.07
S08000019,NHS Forth Valley,CB,Specialty (CB),New Outpatient,2026-06-01,59.84,43.35,75.45
