HBT,HealthBoardName,Specialty,SpecialtyName,PatientType,ForecastDate,yhat,yhat_lower,yhat_upper
S27000001,NHS Golden Jubilee,C13,Specialty (C13),Inpatient/Day case,2024-02-01,75.13,42.44,100.0
S27000001,NHS Golden Jubilee,C13,Specialty (C13),Inpatient/Day case,2024-03-01,74.63,43.58,100.0
S27000001,NHS Golden Jubilee,C13,Specialty (C13),Inpatient/Day case,2024-04-01,85.9,54.04,100.0
S27000001,NHS Golden Jubilee,C13,Specialty (C13),New Outpatient,2019-02-01,76.8,48.76,100.0
S27000001,NHS Golden Jubilee,C13,Specialty (C13),New Outpatient,2019-03-01,100.0,84.44,100.0
S27000001,NHS Golden Jubilee,C13,Specialty (C13),New Outpatient,2019-04-01,32.77,4.13,58.93
S27000001,NHS Golden Jubilee,C13,Specialty (C13),New Outpatient,2019-05-01,30.69,3.02,59.55
S27000001,NHS Golden Jubilee,C13,Specialty (C13),New Outpatient,2019-06-01,72.48,45.96,100.0
S27000001,NHS Golden Jubilee,C13,Specialty (C13),New Outpatient,2019-07-01,100.0,81.46,100.0
S27000001,NHS Golden Jubilee,C31,Specialty (C31),New Outpatient,2015-12-01,0.0,0.0,0.0
S27000001,NHS Golden Jubilee,C31,Specialty (C31),New Outpatient,2016-01-01,78.27,65.1,92.76
S27000001,NHS Golden Jubilee,C31,Specialty (C31),New Outpatient,2016-02-01,100.0,100.0,100.0
S27000001,NHS Golden Jubilee,C31,Specialty (C31),New Outpatient,2016-03-01,72.91,60.25,86.66
S27000001,NHS Golden Jubilee,C31,Specialty (C31),New Outpatient,2016-04-01,0.0,0.0,0.0
S27000001,NHS Golden Jubilee,C31,Specialty (C31),New Outpatient,2016-05-01,0.0,0.0,0.0
S27000001,NHS Golden Jubilee,C5,Gynaecology,Inpatient/Day case,2026-04-01,94.52,71.74,100.0
S27000001,NHS Golden Jubilee,C5,Gynaecology,Inpatient/Day case,2026-05-01,95.23,74.88,100.0
S27000001,NHS Golden Jubilee,C5,Gynaecology,Inpatient/Day case,2026-06-01,96.54,73.67,100.0
S27000001,NHS Golden Jubilee,C5,Gynaecology,Inpatient/Day case,2026-07-01,97.14,75.39,100.0
S27000001,NHS Golden Jubilee,C5,Gynaecology,Inpatient/Day case,2026-08-01,100.0,76.45,100.0
S27000001,NHS Golden Jubilee,C5,Gynaecology,Inpatient/Day case,2026-09-01,100.0,82.74,100.0
S27000001,NHS Golden Jubilee,C5,Gynaecology,New Outpatient,2021-10-01,100.0,99.67,100.0
S27000001,NHS Golden Jubilee,C5,Gynaecology,New Outpatient,2021-11-01,83.02,38.39,100.0
S27000001,NHS Golden Jubilee,C5,Gynaecology,New Outpatient,2021-12-01,80.62,35.62,100.0
S27000001,NHS Golden Jubilee,C5,Gynaecology,New Outpatient,2022-01-01,46.77,2.1,93.69
S27000001,NHS Golden Jubilee,C5,Gynaecology,New Outpatient,2022-02-01,54.47,9.37,99.05
S27000001,NHS Golden Jubilee,C5,Gynaecology,New Outpatient,2022-03-01,0.0,0.0,33.86
S27000001,NHS Golden Jubilee,C6,Ophthalmology,Inpatient/Day case,2026-04-01,100.0,82.64,100.0
S27000001,NHS Golden Jubilee,C6,Ophthalmology,Inpatient/Day case,2026-05-01,100.0,88.21,100.0
S27000001,NHS Golden Jubilee,C6,Ophthalmology,Inpatient/Day case,2026-06-01,100.0,91.6,100.0
S27000001,NHS Golden Jubilee,C6,Ophthalmology,Inpatient/Day case,2026-07-01,100.0,85.98,100.0
S27000001,NHS Golden Jubilee,C6,Ophthalmology,Inpatient/Day case,2026-08-01,100.0,86.4,100.0
S27000001,NHS Golden Jubilee,C6,Ophthalmology,Inpatient/Day case,2026-09-01,100.0,85.62,100.0
S27000001,NHS Golden Jubilee,C6,Ophthalmology,New Outpatient,2023-07-01,95.25,59.01,100.0
S27000001,NHS Golden Jubilee,C6,Ophthalmology,New Outpatient,2023-08-01,100.0,67.41,100.0
S27000001,NHS Golden Jubilee,C6,Ophthalmology,New Outpatient,2023-09-01,100.0,67.53,100.0
S27000001,NHS Golden Jubilee,C6,Ophthalmology,New Outpatient,2023-10-01,99.85,64.33,100.0
S27000001,NHS Golden Jubilee,C6,Ophthalmology,New Outpatient,2023-11-01,100.0,89.89,100.0
S27000001,NHS Golden Jubilee,C6,Ophthalmology,New Outpatient,2023-12-01,100.0,75.65,100.0
S27000001,NHS Golden Jubilee,C7,Orthopaedics,Inpatient/Day case,2026-04-01,46.02,15.82,77.34
S27000001,NHS Golden Jubilee,C7,Orthopaedics,Inpatient/Day case,2026-05-01,47.63,17.66,80.01
S27000001,NHS Golden Jubilee,C7,Orthopaedics,Inpatient/Day case,2026-06-01,54.38,23.04,86.73
S27000001,NHS Golden Jubilee,C7,Orthopaedics,Inpatient/Day case,2026-07-01,60.84,26.67,91.27
S27000001,NHS Golden Jubilee,C7,Orthopaedics,Inpatient/Day case,2026-08-01,62.13,29.95,93.23
S27000001,NHS Golden Jubilee,C7,Orthopaedics,Inpatient/Day case,2026-09-01,62.16,30.64,93.16
S27000001,NHS Golden Jubilee,C7,Orthopaedics,New Outpatient,2026-04-01,95.75,68.61,100.0
S27000001,NHS Golden Jubilee,C7,Orthopaedics,New Outpatient,2026-05-01,93.83,65.61,100.0
S27000001,NHS Golden Jubilee,C7,Orthopaedics,New Outpatient,2026-06-01,96.08,70.82,100.0
S27000001,NHS Golden Jubilee,C7,Orthopaedics,New Outpatient,2026-07-01,100.0,70.78,100.0
S27000001,NHS Golden Jubilee,C7,Orthopaedics,New Outpatient,2026-08-01,94.23,64.58,100.0
S27000001,NHS Golden Jubilee,C7,Orthopaedics,New Outpatient,2026-09-01,91.13,63.97,100.0
S27000001,NHS Golden Jubilee,C8,Neurosurgery,Inpatient/Day case,2026-04-01,75.29,59.34,91.56
S27000001,NHS Golden Jubilee,C8,Neurosurgery,Inpatient/Day case,2026-05-01,79.3,64.6,95.4
S27000001,NHS Golden Jubilee,C8,Neurosurgery,Inpatient/Day case,2026-06-01,85.55,69.5,100.0
S27000001,NHS Golden Jubilee,C8,Neurosurgery,Inpatient/Day case,2026-07-01,85.06,69.41,100.0
S27000001,NHS Golden Jubilee,C8,Neurosurgery,Inpatient/Day case,2026-08-01,84.48,67.83,100.0
S27000001,NHS Golden Jubilee,C8,Neurosurgery,Inpatient/Day case,2026-09-01,83.47,68.38,98.47
S27000001,NHS Golden Jubilee,C8,Neurosurgery,New Outpatient,2026-04-01,99.77,60.03,100.0
S27000001,NHS Golden Jubilee,C8,Neurosurgery,New Outpatient,2026-05-01,93.07,54.35,100.0
S27000001,NHS Golden Jubilee,C8,Neurosurgery,New Outpatient,2026-06-01,87.25,50.26,100.0
S27000001,NHS Golden Jubilee,C8,Neurosurgery,New Outpatient,2026-07-01,87.1,46.94,100.0
S27000001,NHS Golden Jubilee,C8,Neurosurgery,New Outpatient,2026-08-01,82.87,43.17,100.0
S27000001,NHS Golden Jubilee,C8,Neurosurgery,New Outpatient,2026-09-01,93.08,55.13,100.0
S27000001,NHS Golden Jubilee,C9,Oral Surgery,Inpatient/Day case,2026-04-01,83.92,68.11,100.0
S27000001,NHS Golden Jubilee,C9,Oral Surgery,Inpatient/Day case,2026-05-01,91.44,74.95,100.0
S27000001,NHS Golden Jubilee,C9,Oral Surgery,Inpatient/Day case,2026-06-01,97.78,81.11,100.0
S27000001,NHS Golden Jubilee,C9,Oral Surgery,Inpatient/Day case,2026-07-01,100.0,84.09,100.0
S27000001,NHS Golden Jubilee,C9,Oral Surgery,Inpatient/Day case,2026-08-01,98.64,82.13,100.0
S27000001,NHS Golden Jubilee,C9,Oral Surgery,Inpatient/Day case,2026-09-01,100.0,84.27,100.0
S27000001,NHS Golden Jubilee,C9,Oral Surgery,New Outpatient,2020-05-01,0.0,0.0,0.0
S27000001,NHS Golden Jubilee,C9,Oral Surgery,New Outpatient,2020-06-01,0.0,0.0,0.0
S27000001,NHS Golden Jubilee,C9,Oral Surgery,New Outpatient,2020-07-01,100.0,99.14,100.0
S27000001,NHS Golden Jubilee,C9,Oral Surgery,New Outpatient,2020-08-01,20.31,15.54,25.85
S27000001,NHS Golden Jubilee,C9,Oral Surgery,New Outpatient,2020-09-01,75.16,69.69,80.16
S27000001,NHS Golden Jubilee,C9,Oral Surgery,New Outpatient,2020-10-01,0.0,0.0,0.0
S27000001,NHS Golden Jubilee,CB,Specialty (CB),Inpatient/Day case,2026-04-01,89.57,71.72,100.0
S27000001,NHS Golden Jubilee,CB,Specialty (CB),Inpatient/Day case,2026-05-01,89.5,69.32,100.0
S27000001,NHS Golden Jubilee,CB,Specialty (CB),Inpatient/Day case,2026-06-01,94.29,72.81,100.0
S27000001,NHS Golden Jubilee,CB,Specialty (CB),Inpatient/Day case,2026-07-01,95.92,74.4,100.0
S27000001,NHS Golden Jubilee,CB,Specialty (CB),Inpatient/Day case,2026-08-01,97.58,77.36,100.0
S27000001,NHS Golden Jubilee,CB,Specialty (CB),Inpatient/Day case,2026-09-01,100.0,80.81,100.0
S27000001,NHS Golden Jubilee,CB,Specialty (CB),New Outpatient,2025-09-01,56.27,15.37,90.98
S27000001,NHS Golden Jubilee,CB,Specialty (CB),New Outpatient,2025-10-01,73.82,35.24,100.0
S27000001,NHS Golden Jubilee,CB,Specialty (CB),New Outpatient,2025-11-01,80.23,40.07,100.0
S27000001,NHS Golden Jubilee,CB,Specialty (CB),New Outpatient,2025-12-01,83.6,46.25,100.0
S27000001,NHS Golden Jubilee,CB,Specialty (CB),New Outpatient,2026-01-01,83.1,43.08,100.0
S27000001,NHS Golden Jubilee,CB,Specialty (CB),New Outpatient,2026-02-01,81.73,43.66,100.0
S27000001,NHS Golden Jubilee,D3,Gastroenterology,Inpatient/Day case,2015-12-01,0.0,0.0,0.0
S27000001,NHS Golden Jubilee,D3,Gastroenterology,Inpatient/Day case,2016-01-01,100.0,89.77,100.0
S27000001,NHS Golden Jubilee,D3,Gastroenterology,Inpatient/Day case,2016-02-01,0.0,0.0,9.59
S27000001,NHS Golden Jubilee,D3,Gastroenterology,Inpatient/Day case,2016-03-01,100.0,100.0,100.0
S27000001,NHS Golden Jubilee,D3,Gastroenterology,Inpatient/Day case,2016-04-01,0.0,0.0,0.0
S27000001,NHS Golden Jubilee,D3,Gastroenterology,Inpatient/Day case,2016-05-01,0.0,0.0,0.0
S27000001,NHS Golden Jubilee,F2,Specialty (F2),Inpatient/Day case,2026-04-01,90.39,66.51,100.0
S27000001,NHS Golden Jubilee,F2,Specialty (F2),Inpatient/Day case,2026-05-01,91.57,67.3,100.0
S27000001,NHS Golden Jubilee,F2,Specialty (F2),Inpatient/Day case,2026-06-01,93.8,69.72,100.0
S27000001,NHS Golden Jubilee,F2,Specialty (F2),Inpatient/Day case,2026-07-01,94.47,71.26,100.0
S27000001,NHS Golden Jubilee,F2,Specialty (F2),Inpatient/Day case,2026-08-01,98.18,72.87,100.0
S27000001,NHS Golden Jubilee,F2,Specialty (F2),Inpatient/Day case,2026-09-01,96.93,73.2,100.0
S27000001,NHS Golden Jubilee,F2,Specialty (F2),New Outpatient,2020-05-01,91.07,52.93,100.0
S27000001,NHS Golden Jubilee,F2,Specialty (F2),New Outpatient,2020-06-01,35.52,0.74,70.12
S27000001,NHS Golden Jubilee,F2,Specialty (F2),New Outpatient,2020-07-01,24.47,0.0,61.0
S27000001,NHS Golden Jubilee,F2,Specialty (F2),New Outpatient,2020-08-01,58.2,22.56,95.62
S27000001,NHS Golden Jubilee,F2,Specialty (F2),New Outpatient,2020-09-01,90.9,53.51,100.0
S27000001,NHS Golden Jubilee,F2,Specialty (F2),New Outpatient,2020-10-01,100.0,100.0,100.0
S27000001,NHS Golden Jubilee,Z9,All Specialties,Inpatient/Day case,2026-04-01,75.23,63.89,87.18
S27000001,NHS Golden Jubilee,Z9,All Specialties,Inpatient/Day case,2026-05-01,83.31,72.01,95.59
S27000001,NHS Golden Jubilee,Z9,All Specialties,Inpatient/Day case,2026-06-01,93.69,82.74,100.0
S27000001,NHS Golden Jubilee,Z9,All Specialties,Inpatient/Day case,2026-07-01,100.0,90.94,100.0
S27000001,NHS Golden Jubilee,Z9,All Specialties,Inpatient/Day case,2026-08-01,97.82,85.56,100.0
S27000001,NHS Golden Jubilee,Z9,All Specialties,Inpatient/Day case,2026-09-01,91.11,79.4,100.0
S27000001,NHS Golden Jubilee,Z9,All Specialties,New Outpatient,2026-04-01,95.05,76.87,100.0
S27000001,NHS Golden Jubilee,Z9,All Specialties,New Outpatient,2026-05-01,92.93,75.62,100.0
S27000001,NHS Golden Jubilee,Z9,All Specialties,New Outpatient,2026-06-01,92.63,76.14,100.0
S27000001,NHS Golden Jubilee,Z9,All Specialties,New Outpatient,2026-07-01,90.52,72.74,100.0
S27000001,NHS Golden Jubilee,Z9,All Specialties,New Outpatient,2026-08-01,88.41,70.89,100.0
S27000001,NHS Golden Jubilee,Z9,All Specialties,New Outpatient,2026-09-01,89.83,72.24,100.0
S92000003,NHS Scotland (All),A1,General Surgery,Inpatient/Day case,2026-04-01,23.84,13.48,33.75
S92000003,NHS Scotland (All),A1,General Surgery,Inpatient/Day case,2026-05-01,24.51,14.39,34.37
S92000003,NHS Scotland (All),A1,General Surgery,Inpatient/Day case,2026-06-01,25.3,14.95,34.85
S92000003,NHS Scotland (All),A1,General Surgery,Inpatient/Day case,2026-07-01,25.78,15.2,36.48
S92000003,NHS Scotland (All),A1,General Surgery,Inpatient/Day case,2026-08-01,24.57,15.18,35.22
S92000003,NHS Scotland (All),A1,General Surgery,Inpatient/Day case,2026-09-01,25.1,15.09,35.11
S92000003,NHS Scotland (All),A1,General Surgery,New Outpatient,2026-04-01,42.65,33.57,52.55
S92000003,NHS Scotland (All),A1,General Surgery,New Outpatient,2026-05-01,45.43,36.72,55.25
S92000003,NHS Scotland (All),A1,General Surgery,New Outpatient,2026-06-01,46.91,36.53,56.11
S92000003,NHS Scotland (All),A1,General Surgery,New Outpatient,2026-07-01,46.61,36.37,55.48
S92000003,NHS Scotland (All),A1,General Surgery,New Outpatient,2026-08-01,45.6,35.56,55.39
S92000003,NHS Scotland (All),A1,General Surgery,New Outpatient,2026-09-01,44.89,35.63,54.36
S92000003,NHS Scotland (All),A2,Specialty (A2),Inpatient/Day case,2026-04-01,49.06,41.21,56.8
S92000003,NHS Scotland (All),A2,Specialty (A2),Inpatient/Day case,2026-05-01,51.73,43.51,59.78
S92000003,NHS Scotland (All),A2,Specialty (A2),Inpatient/Day case,2026-06-01,52.69,44.76,61.56
S92000003,NHS Scotland (All),A2,Specialty (A2),Inpatient/Day case,2026-07-01,52.61,44.86,60.96
S92000003,NHS Scotland (All),A2,Specialty (A2),Inpatient/Day case,2026-08-01,52.06,43.69,60.73
S92000003,NHS Scotland (All),A2,Specialty (A2),Inpatient/Day case,2026-09-01,52.13,44.03,60.0
S92000003,NHS Scotland (All),A2,Specialty (A2),New Outpatient,2026-04-01,52.62,42.06,64.22
S92000003,NHS Scotland (All),A2,Specialty (A2),New Outpatient,2026-05-01,56.56,45.56,67.03
S92000003,NHS Scotland (All),A2,Specialty (A2),New Outpatient,2026-06-01,60.12,49.17,71.1
S92000003,NHS Scotland (All),A2,Specialty (A2),New Outpatient,2026-07-01,60.78,49.71,70.89
S92000003,NHS Scotland (All),A2,Specialty (A2),New Outpatient,2026-08-01,60.4,49.18,70.56
S92000003,NHS Scotland (All),A2,Specialty (A2),New Outpatient,2026-09-01,60.73,49.89,71.51
S92000003,NHS Scotland (All),A3,Specialty (A3),New Outpatient,2026-04-01,26.83,18.65,35.14
S92000003,NHS Scotland (All),A3,Specialty (A3),New Outpatient,2026-05-01,29.0,20.64,37.51
S92000003,NHS Scotland (All),A3,Specialty (A3),New Outpatient,2026-06-01,30.04,21.86,38.65
S92000003,NHS Scotland (All),A3,Specialty (A3),New Outpatient,2026-07-01,30.94,22.47,38.95
S92000003,NHS Scotland (All),A3,Specialty (A3),New Outpatient,2026-08-01,30.97,22.59,39.89
S92000003,NHS Scotland (All),A3,Specialty (A3),New Outpatient,2026-09-01,31.94,24.02,40.91
S92000003,NHS Scotland (All),A6,Specialty (A6),Inpatient/Day case,2026-04-01,29.74,2.15,57.16
S92000003,NHS Scotland (All),A6,Specialty (A6),Inpatient/Day case,2026-05-01,30.98,4.68,58.17
S92000003,NHS Scotland (All),A6,Specialty (A6),Inpatient/Day case,2026-06-01,28.56,1.97,56.68
S92000003,NHS Scotland (All),A6,Specialty (A6),Inpatient/Day case,2026-07-01,30.8,3.86,58.15
S92000003,NHS Scotland (All),A6,Specialty (A6),Inpatient/Day case,2026-08-01,30.34,3.61,59.15
S92000003,NHS Scotland (All),A6,Specialty (A6),Inpatient/Day case,2026-09-01,29.06,1.67,58.18
S92000003,NHS Scotland (All),A6,Specialty (A6),New Outpatient,2026-04-01,7.02,0.0,18.93
S92000003,NHS Scotland (All),A6,Specialty (A6),New Outpatient,2026-05-01,7.37,0.0,19.02
S92000003,NHS Scotland (All),A6,Specialty (A6),New Outpatient,2026-06-01,9.58,0.0,20.32
S92000003,NHS Scotland (All),A6,Specialty (A6),New Outpatient,2026-07-01,11.68,1.09,23.71
S92000003,NHS Scotland (All),A6,Specialty (A6),New Outpatient,2026-08-01,11.47,0.41,23.39
S92000003,NHS Scotland (All),A6,Specialty (A6),New Outpatient,2026-09-01,9.07,0.0,20.46
S92000003,NHS Scotland (All),A7,Specialty (A7),Inpatient/Day case,2026-04-01,23.17,10.05,36.6
S92000003,NHS Scotland (All),A7,Specialty (A7),Inpatient/Day case,2026-05-01,24.56,10.85,38.23
S92000003,NHS Scotland (All),A7,Specialty (A7),Inpatient/Day case,2026-06-01,28.96,15.26,42.05
S92000003,NHS Scotland (All),A7,Specialty (A7),Inpatient/Day case,2026-07-01,31.16,17.75,44.66
S92000003,NHS Scotland (All),A7,Specialty (A7),Inpatient/Day case,2026-08-01,28.8,15.37,42.95
S92000003,NHS Scotland (All),A7,Specialty (A7),Inpatient/Day case,2026-09-01,23.57,10.43,38.12
S92000003,NHS Scotland (All),A7,Specialty (A7),New Outpatient,2026-04-01,63.39,54.86,71.75
S92000003,NHS Scotland (All),A7,Specialty (A7),New Outpatient,2026-05-01,67.69,59.18,76.47
S92000003,NHS Scotland (All),A7,Specialty (A7),New Outpatient,2026-06-01,73.14,64.48,81.39
S92000003,NHS Scotland (All),A7,Specialty (A7),New Outpatient,2026-07-01,73.61,65.07,81.96
S92000003,NHS Scotland (All),A7,Specialty (A7),New Outpatient,2026-08-01,71.06,62.62,79.39
S92000003,NHS Scotland (All),A7,Specialty (A7),New Outpatient,2026-09-01,69.73,61.93,78.35
S92000003,NHS Scotland (All),A8,Specialty (A8),New Outpatient,2026-04-01,68.74,53.57,84.27
S92000003,NHS Scotland (All),A8,Specialty (A8),New Outpatient,2026-05-01,74.52,59.9,90.35
S92000003,NHS Scotland (All),A8,Specialty (A8),New Outpatient,2026-06-01,77.3,62.71,91.79
S92000003,NHS Scotland (All),A8,Specialty (A8),New Outpatient,2026-07-01,78.04,63.53,93.39
S92000003,NHS Scotland (All),A8,Specialty (A8),New Outpatient,2026-08-01,77.13,61.9,92.31
S92000003,NHS Scotland (All),A8,Specialty (A8),New Outpatient,2026-09-01,76.58,61.27,91.69
S92000003,NHS Scotland (All),A81,Specialty (A81),Inpatient/Day case,2026-04-01,14.1,0.0,29.09
S92000003,NHS Scotland (All),A81,Specialty (A81),Inpatient/Day case,2026-05-01,14.89,0.0,29.23
S92000003,NHS Scotland (All),A81,Specialty (A81),Inpatient/Day case,2026-06-01,17.01,2.69,32.4
S92000003,NHS Scotland (All),A81,Specialty (A81),Inpatient/Day case,2026-07-01,18.33,3.37,32.36
S92000003,NHS Scotland (All),A81,Specialty (A81),Inpatient/Day case,2026-08-01,17.1,3.27,31.76
S92000003,NHS Scotland (All),A81,Specialty (A81),Inpatient/Day case,2026-09-01,18.19,3.55,32.06
S92000003,NHS Scotland (All),A81,Specialty (A81),New Outpatient,2026-04-01,56.65,48.34,66.01
S92000003,NHS Scotland (All),A81,Specialty (A81),New Outpatient,2026-05-01,58.39,49.76,66.75
S92000003,NHS Scotland (All),A81,Specialty (A81),New Outpatient,2026-06-01,60.12,50.82,69.0
S92000003,NHS Scotland (All),A81,Specialty (A81),New Outpatient,2026-07-01,60.71,51.97,68.46
S92000003,NHS Scotland (All),A81,Specialty (A81),New Outpatient,2026-08-01,59.94,51.4,68.35
S92000003,NHS Scotland (All),A81,Specialty (A81),New Outpatient,2026-09-01,59.48,50.85,68.11
S92000003,NHS Scotland (All),A82,Specialty (A82),New Outpatient,2026-04-01,22.04,9.46,32.83
S92000003,NHS Scotland (All),A82,Specialty (A82),New Outpatient,2026-05-01,22.6,10.91,34.5
S92000003,NHS Scotland (All),A82,Specialty (A82),New Outpatient,2026-06-01,24.4,13.25,37.03
S92000003,NHS Scotland (All),A82,Specialty (A82),New Outpatient,2026-07-01,25.01,13.48,36.3
S92000003,NHS Scotland (All),A82,Specialty (A82),New Outpatient,2026-08-01,24.56,12.12,35.12
S92000003,NHS Scotland (All),A82,Specialty (A82),New Outpatient,2026-09-01,25.22,13.56,36.81
S92000003,NHS Scotland (All),A9,Specialty (A9),Inpatient/Day case,2026-04-01,26.68,13.35,41.35
S92000003,NHS Scotland (All),A9,Specialty (A9),Inpatient/Day case,2026-05-01,28.01,14.68,40.96
S92000003,NHS Scotland (All),A9,Specialty (A9),Inpatient/Day case,2026-06-01,29.93,16.06,43.24
S92000003,NHS Scotland (All),A9,Specialty (A9),Inpatient/Day case,2026-07-01,32.76,19.82,47.75
S92000003,NHS Scotland (All),A9,Specialty (A9),Inpatient/Day case,2026-08-01,31.47,18.91,44.99
S92000003,NHS Scotland (All),A9,Specialty (A9),Inpatient/Day case,2026-09-01,31.18,18.09,44.88
S92000003,NHS Scotland (All),A9,Specialty (A9),New Outpatient,2026-04-01,53.41,47.32,59.92
S92000003,NHS Scotland (All),A9,Specialty (A9),New Outpatient,2026-05-01,56.53,50.29,63.18
S92000003,NHS Scotland (All),A9,Specialty (A9),New Outpatient,2026-06-01,61.0,54.26,67.73
S92000003,NHS Scotland (All),A9,Specialty (A9),New Outpatient,2026-07-01,61.47,54.69,67.94
S92000003,NHS Scotland (All),A9,Specialty (A9),New Outpatient,2026-08-01,58.69,51.76,65.19
S92000003,NHS Scotland (All),A9,Specialty (A9),New Outpatient,2026-09-01,58.23,51.73,65.09
S92000003,NHS Scotland (All),AB,Specialty (AB),New Outpatient,2026-04-01,23.86,14.53,32.71
S92000003,NHS Scotland (All),AB,Specialty (AB),New Outpatient,2026-05-01,25.7,16.39,34.85
S92000003,NHS Scotland (All),AB,Specialty (AB),New Outpatient,2026-06-01,27.48,18.35,36.84
S92000003,NHS Scotland (All),AB,Specialty (AB),New Outpatient,2026-07-01,27.64,18.82,36.96
S92000003,NHS Scotland (All),AB,Specialty (AB),New Outpatient,2026-08-01,26.8,16.69,36.56
S92000003,NHS Scotland (All),AB,Specialty (AB),New Outpatient,2026-09-01,26.72,17.53,36.27
S92000003,NHS Scotland (All),AD,Specialty (AD),Inpatient/Day case,2026-04-01,4.3,1.45,6.84
S92000003,NHS Scotland (All),AD,Specialty (AD),Inpatient/Day case,2026-05-01,4.08,1.42,6.87
S92000003,NHS Scotland (All),AD,Specialty (AD),Inpatient/Day case,2026-06-01,4.4,1.61,7.13
S92000003,NHS Scotland (All),AD,Specialty (AD),Inpatient/Day case,2026-07-01,4.03,1.15,6.86
S92000003,NHS Scotland (All),AD,Specialty (AD),Inpatient/Day case,2026-08-01,3.95,1.19,6.8
S92000003,NHS Scotland (All),AD,Specialty (AD),Inpatient/Day case,2026-09-01,3.54,0.79,6.34
S92000003,NHS Scotland (All),AD,Specialty (AD),New Outpatient,2026-04-01,0.73,0.0,4.05
S92000003,NHS Scotland (All),AD,Specialty (AD),New Outpatient,2026-05-01,0.07,0.0,3.47
S92000003,NHS Scotland (All),AD,Specialty (AD),New Outpatient,2026-06-01,0.77,0.0,4.42
S92000003,NHS Scotland (All),AD,Specialty (AD),New Outpatient,2026-07-01,0.85,0.0,4.36
S92000003,NHS Scotland (All),AD,Specialty (AD),New Outpatient,2026-08-01,0.81,0.0,4.44
S92000003,NHS Scotland (All),AD,Specialty (AD),New Outpatient,2026-09-01,0.66,0.0,4.25
S92000003,NHS Scotland (All),AF,Specialty (AF),Inpatient/Day case,2026-04-01,43.03,30.51,56.31
S92000003,NHS Scotland (All),AF,Specialty (AF),Inpatient/Day case,2026-05-01,47.71,35.19,60.13
S92000003,NHS Scotland (All),AF,Specialty (AF),Inpatient/Day case,2026-06-01,50.3,37.52,62.55
S92000003,NHS Scotland (All),AF,Specialty (AF),Inpatient/Day case,2026-07-01,48.38,34.71,61.49
S92000003,NHS Scotland (All),AF,Specialty (AF),Inpatient/Day case,2026-08-01,48.45,35.82,59.96
S92000003,NHS Scotland (All),AF,Specialty (AF),Inpatient/Day case,2026-09-01,47.87,35.22,60.65
S92000003,NHS Scotland (All),AF,Specialty (AF),New Outpatient,2026-04-01,37.76,28.8,46.51
S92000003,NHS Scotland (All),AF,Specialty (AF),New Outpatient,2026-05-01,41.32,32.69,49.37
S92000003,NHS Scotland (All),AF,Specialty (AF),New Outpatient,2026-06-01,44.14,34.94,53.09
S92000003,NHS Scotland (All),AF,Specialty (AF),New Outpatient,2026-07-01,45.22,36.63,53.94
S92000003,NHS Scotland (All),AF,Specialty (AF),New Outpatient,2026-08-01,46.13,37.6,54.82
S92000003,NHS Scotland (All),AF,Specialty (AF),New Outpatient,2026-09-01,47.03,38.12,55.68
S92000003,NHS Scotland (All),AFA,Specialty (AFA),New Outpatient,2026-04-01,57.51,49.76,66.38
S92000003,NHS Scotland (All),AFA,Specialty (AFA),New Outpatient,2026-05-01,64.62,56.91,72.44
S92000003,NHS Scotland (All),AFA,Specialty (AFA),New Outpatient,2026-06-01,71.01,62.81,78.96
S92000003,NHS Scotland (All),AFA,Specialty (AFA),New Outpatient,2026-07-01,70.31,62.13,77.52
S92000003,NHS Scotland (All),AFA,Specialty (AFA),New Outpatient,2026-08-01,70.85,62.77,79.26
S92000003,NHS Scotland (All),AFA,Specialty (AFA),New Outpatient,2026-09-01,72.88,64.2,80.65
S92000003,NHS Scotland (All),AG,Specialty (AG),Inpatient/Day case,2026-04-01,33.95,25.46,42.43
S92000003,NHS Scotland (All),AG,Specialty (AG),Inpatient/Day case,2026-05-01,36.25,27.14,45.16
S92000003,NHS Scotland (All),AG,Specialty (AG),Inpatient/Day case,2026-06-01,38.46,29.73,47.45
S92000003,NHS Scotland (All),AG,Specialty (AG),Inpatient/Day case,2026-07-01,36.52,27.43,45.58
S92000003,NHS Scotland (All),AG,Specialty (AG),Inpatient/Day case,2026-08-01,35.22,26.26,43.51
S92000003,NHS Scotland (All),AG,Specialty (AG),Inpatient/Day case,2026-09-01,36.08,27.44,45.18
S92000003,NHS Scotland (All),AG,Specialty (AG),New Outpatient,2026-04-01,47.93,36.7,59.48
S92000003,NHS Scotland (All),AG,Specialty (AG),New Outpatient,2026-05-01,50.13,37.69,61.33
S92000003,NHS Scotland (All),AG,Specialty (AG),New Outpatient,2026-06-01,51.32,39.52,62.39
S92000003,NHS Scotland (All),AG,Specialty (AG),New Outpatient,2026-07-01,50.98,39.76,62.64
S92000003,NHS Scotland (All),AG,Specialty (AG),New Outpatient,2026-08-01,50.36,38.59,60.97
S92000003,NHS Scotland (All),AG,Specialty (AG),New Outpatient,2026-09-01,49.84,38.33,61.93
S92000003,NHS Scotland (All),AH,Specialty (AH),Inpatient/Day case,2026-04-01,12.99,3.16,22.76
S92000003,NHS Scotland (All),AH,Specialty (AH),Inpatient/Day case,2026-05-01,12.79,3.09,22.98
