HBT,HealthBoardName,Specialty,SpecialtyName,PatientType,RiskRating,PriorityScore,CurrentPctOver12Weeks,PeakForecast,MeanForecast,FinalForecast,ForecastUncertainty,ForecastDateMax,TrendDirection,TrendSlope,CurrentMedianWaitWeeks,Current90thPctWaitWeeks,NumberWaiting,NumberWaitingOver12Weeks,Additions,Removals,NetPressure
S08000030,NHS Tayside,A9,Specialty (A9),Inpatient/Day case,RED,2.7,33.33,51.15,41.74,46.64,43.04,2026-09-01,Improving,-7.38,,,9.0,3.0,35.0,35.0,0.0
S08000030,NHS Tayside,A81,Specialty (A81),New Outpatient,RED,2.7,5.77,57.52,55.07,55.42,30.53,2026-09-01,Improving,-5.68,25.0,53.0,156.0,9.0,262.0,445.0,-183.0
S08000030,NHS Tayside,A3,Specialty (A3),New Outpatient,RED,2.7,43.6,54.8,51.6,54.8,27.99,2026-09-01,Improving,-0.54,75.0,188.7,484.0,211.0,377.0,273.0,104.0
S08000029,NHS Fife,Z9,All Specialties,New Outpatient,RED,2.7,38.59,68.22,66.17,68.16,26.98,2026-09-01,Improving,-1.74,57.0,210.0,20855.0,8047.0,24545.0,25923.0,-1378.0
S08000029,NHS Fife,J4,Specialty (J4),New Outpatient,RED,2.7,32.95,66.19,65.05,66.19,39.14,2026-09-01,Improving,-1.31,47.0,164.4,173.0,57.0,183.0,201.0,-18.0
S08000029,NHS Fife,F2,Specialty (F2),New Outpatient,RED,2.7,32.97,66.96,65.08,65.71,27.96,2026-09-01,Improving,-1.37,54.0,189.0,2454.0,809.0,2704.0,2793.0,-89.0
S08000029,NHS Fife,CB,Specialty (CB),New Outpatient,RED,2.7,52.51,79.61,76.74,79.61,36.9,2026-09-01,Improving,-2.17,99.0,246.9,1792.0,941.0,1560.0,1579.0,-19.0
S08000029,NHS Fife,CA,Specialty (CA),New Outpatient,RED,2.7,32.33,53.34,49.56,53.34,39.55,2026-09-01,Improving,-2.51,70.0,133.4,133.0,43.0,103.0,98.0,5.0
S08000029,NHS Fife,CA,Specialty (CA),Inpatient/Day case,RED,2.7,35.14,81.16,76.92,79.09,39.8,2026-09-01,Improving,-5.14,61.0,190.2,37.0,13.0,33.0,42.0,-9.0
S08000029,NHS Fife,C9,Oral Surgery,New Outpatient,RED,2.7,8.7,51.36,49.06,51.05,39.75,2026-09-01,Improving,-2.46,29.0,81.0,161.0,14.0,226.0,200.0,26.0
S08000028,NHS Western Isles,C13,Specialty (C13),Inpatient/Day case,RED,2.7,45.83,54.74,45.89,54.74,62.46,2026-09-01,Improving,-5.87,56.5,167.3,24.0,11.0,14.0,10.0,4.0
S08000029,NHS Fife,C7,Orthopaedics,Inpatient/Day case,RED,2.7,66.49,82.21,77.93,82.21,37.85,2026-09-01,Improving,-0.63,147.0,336.0,2817.0,1873.0,1044.0,1162.0,-118.0
S08000015,NHS Ayrshire & Arran,C7,Orthopaedics,New Outpatient,RED,2.7,48.31,72.73,70.02,72.73,33.11,2026-09-01,Improving,-2.6,82.0,266.0,3964.0,1915.0,3805.0,4250.0,-445.0
S92000003,NHS Scotland (All),F2,Specialty (F2),New Outpatient,RED,2.7,51.56,74.72,71.41,72.69,21.32,2026-09-01,Improving,-0.82,94.0,285.0,47975.0,24737.0,36530.0,39633.0,-3103.0
S92000003,NHS Scotland (All),F2,Specialty (F2),Inpatient/Day case,RED,2.7,65.57,90.3,87.88,88.59,25.04,2026-09-01,Improving,-0.87,155.0,475.0,12701.0,8328.0,6025.0,6436.0,-411.0
S92000003,NHS Scotland (All),D8,Respiratory Medicine,Inpatient/Day case,RED,2.7,61.92,88.55,85.42,87.38,29.39,2026-09-01,Improving,-0.52,130.0,414.3,1510.0,935.0,730.0,708.0,22.0
S92000003,NHS Scotland (All),D5,Haematology,New Outpatient,RED,2.7,44.58,62.97,60.71,62.97,35.82,2026-09-01,Improving,-0.88,71.0,221.7,2104.0,938.0,1348.0,1507.0,-159.0
S92000003,NHS Scotland (All),D3,Gastroenterology,Inpatient/Day case,RED,2.7,62.48,83.52,80.76,81.0,29.5,2026-09-01,Improving,-0.62,143.0,403.0,805.0,503.0,384.0,411.0,-27.0
S92000003,NHS Scotland (All),D1,Neurology,New Outpatient,RED,2.7,0.0,50.27,45.27,47.04,63.59,2026-09-01,Improving,-12.16,8.0,27.0,35.0,0.0,213.0,521.0,-308.0
S92000003,NHS Scotland (All),D1,Neurology,Inpatient/Day case,RED,2.7,51.21,81.32,78.05,78.71,30.92,2026-09-01,Improving,-0.66,99.0,294.0,1410.0,722.0,878.0,996.0,-118.0
S92000003,NHS Scotland (All),CB,Specialty (CB),New Outpatient,RED,2.7,52.13,70.23,67.31,66.98,13.92,2026-09-01,Improving,-1.46,99.0,347.700000000001,21254.0,11079.0,18190.0,19348.0,-1158.0
S08000015,NHS Ayrshire & Arran,C11,Cardiac Surgery,New Outpatient,RED,2.7,41.04,71.73,69.9,71.22,19.07,2026-09-01,Improving,-4.03,63.0,217.0,4588.0,1883.0,5263.0,7990.0,-2727.0
S08000015,NHS Ayrshire & Arran,C11,Cardiac Surgery,Inpatient/Day case,RED,2.7,27.34,80.03,77.66,79.47,43.68,2026-09-01,Improving,-4.35,56.5,151.0,1156.0,316.0,1159.0,875.0,284.0
S08000015,NHS Ayrshire & Arran,AQ,Specialty (AQ),New Outpatient,RED,2.7,54.95,65.39,61.9,65.39,42.64,2026-09-01,Improving,-0.94,110.0,328.0,1827.0,1004.0,1237.0,1326.0,-89.0
S08000015,NHS Ayrshire & Arran,F2,Specialty (F2),New Outpatient,RED,2.7,44.68,73.16,70.43,73.16,24.81,2026-09-01,Improving,-1.9,74.0,202.0,3102.0,1386.0,2764.0,2711.0,53.0
S08000015,NHS Ayrshire & Arran,D6,Specialty (D6),New Outpatient,RED,2.7,10.0,73.08,62.1,73.08,62.54,2026-09-01,Improving,-2.5,,,10.0,1.0,11.0,14.0,-3.0
S08000015,NHS Ayrshire & Arran,D5,Haematology,New Outpatient,RED,2.7,4.84,83.3,79.04,83.2,49.81,2026-09-01,Improving,-5.56,47.5,77.8,62.0,3.0,58.0,66.0,-8.0
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),New Outpatient,RED,2.7,23.56,61.72,58.89,58.96,32.22,2026-09-01,Improving,-3.55,46.0,133.0,1609.0,379.0,2013.0,2043.0,-30.0
S08000015,NHS Ayrshire & Arran,CB,Specialty (CB),Inpatient/Day case,RED,2.7,34.34,57.48,55.46,57.48,47.4,2026-09-01,Improving,-3.16,41.0,173.0,463.0,159.0,594.0,712.0,-118.0
S08000015,NHS Ayrshire & Arran,CA,Specialty (CA),New Outpatient,RED,2.7,37.36,71.44,67.99,71.3,48.69,2026-09-01,Improving,-2.27,74.0,147.0,91.0,34.0,74.0,92.0,-18.0
S08000015,NHS Ayrshire & Arran,C9,Oral Surgery,New Outpatient,RED,2.7,44.19,83.98,81.06,83.08,29.49,2026-09-01,Improving,-4.86,70.0,273.4,344.0,152.0,205.0,323.0,-118.0
S08000029,NHS Fife,C5,Gynaecology,New Outpatient,RED,2.7,44.49,82.58,79.8,82.06,33.99,2026-09-01,Improving,-2.74,63.0,270.0,2315.0,1030.0,2582.0,2946.0,-364.0
S08000029,NHS Fife,C12,Thoracic Surgery,New Outpatient,RED,2.7,45.59,87.77,83.98,85.78,31.52,2026-09-01,Improving,-4.53,70.0,207.0,136.0,62.0,109.0,303.0,-194.0
S08000029,NHS Fife,A2,Specialty (A2),New Outpatient,RED,2.7,18.21,74.61,70.28,74.61,37.54,2026-09-01,Improving,-8.86,29.0,131.1,280.0,51.0,566.0,726.0,-160.0
S08000029,NHS Fife,AH,Specialty (AH),New Outpatient,RED,2.7,47.73,83.91,80.37,83.91,28.45,2026-09-01,Improving,-4.58,78.0,273.0,859.0,410.0,495.0,1256.0,-761.0
S08000029,NHS Fife,A9,Specialty (A9),New Outpatient,RED,2.7,18.28,80.1,77.38,78.83,40.83,2026-09-01,Improving,-4.63,35.0,130.0,361.0,66.0,722.0,861.0,-139.0
S08000015,NHS Ayrshire & Arran,A8,Specialty (A8),New Outpatient,RED,2.7,38.23,91.44,89.32,89.95,33.86,2026-09-01,Improving,-4.76,64.0,180.0,1287.0,492.0,820.0,1080.0,-260.0
S08000015,NHS Ayrshire & Arran,A7,Specialty (A7),New Outpatient,RED,2.7,46.67,85.77,82.7,85.28,32.87,2026-09-01,Improving,-3.71,77.5,178.9,3422.0,1597.0,2228.0,3904.0,-1676.0
S08000015,NHS Ayrshire & Arran,A2,Specialty (A2),New Outpatient,RED,2.7,38.58,61.84,58.61,61.84,30.19,2026-09-01,Improving,-2.08,64.0,200.0,2045.0,789.0,1810.0,1979.0,-169.0
S92000003,NHS Scotland (All),H1,Specialty (H1),Inpatient/Day case,AMBER,2.5,33.33,34.16,32.03,31.75,28.23,2026-09-01,Worsening,1.53,67.0,162.0,78.0,26.0,181.0,187.0,-6.0
S92000003,NHS Scotland (All),E12,Specialty (E12),New Outpatient,AMBER,2.5,33.46,38.35,36.06,33.73,26.53,2026-09-01,Worsening,2.12,56.0,152.0,798.0,267.0,777.0,831.0,-54.0
S92000003,NHS Scotland (All),D8,Respiratory Medicine,New Outpatient,AMBER,2.5,30.52,34.43,32.19,32.63,41.21,2026-09-01,Worsening,3.02,48.0,159.0,888.0,271.0,912.0,943.0,-31.0
S08000028,NHS Western Isles,D5,Haematology,New Outpatient,AMBER,2.5,100.0,46.79,34.97,46.79,81.54,2026-09-01,Worsening,29.99,,,1.0,1.0,,,
S08000028,NHS Western Isles,Z9,All Specialties,New Outpatient,AMBER,2.5,26.57,33.55,31.86,33.09,18.9,2026-09-01,Worsening,0.7,36.0,154.0,1524.0,405.0,1902.0,1710.0,192.0
S08000016,NHS Borders,C31,Specialty (C31),New Outpatient,AMBER,2.5,66.46,21.51,17.11,21.51,42.11,2026-09-01,Worsening,3.23,134.0,283.8,164.0,109.0,50.0,46.0,4.0
S08000016,NHS Borders,A1,General Surgery,New Outpatient,AMBER,2.5,29.69,30.13,27.04,27.33,35.32,2026-09-01,Worsening,5.38,63.0,110.7,64.0,19.0,144.0,118.0,26.0
S08000028,NHS Western Isles,C1,Cardiothoracic Surgery,Inpatient/Day case,AMBER,2.5,31.78,30.53,28.18,28.17,31.31,2026-09-01,Worsening,2.52,61.0,185.4,129.0,41.0,143.0,151.0,-8.0
S08000028,NHS Western Isles,AV,Specialty (AV),New Outpatient,AMBER,2.5,43.64,38.71,34.06,38.71,55.55,2026-09-01,Worsening,3.59,71.0,164.8,55.0,24.0,30.0,26.0,4.0
S08000028,NHS Western Isles,AR,Specialty (AR),New Outpatient,AMBER,2.5,28.57,27.96,23.86,27.96,37.68,2026-09-01,Worsening,2.78,,,14.0,4.0,30.0,33.0,-3.0
S08000028,NHS Western Isles,AQ,Specialty (AQ),New Outpatient,AMBER,2.5,38.89,31.24,28.12,29.58,37.48,2026-09-01,Worsening,4.98,34.0,174.2,72.0,28.0,77.0,54.0,23.0
S08000028,NHS Western Isles,C13,Specialty (C13),New Outpatient,AMBER,2.5,36.13,29.29,25.21,29.29,42.96,2026-09-01,Worsening,0.68,62.0,144.4,119.0,43.0,91.0,70.0,21.0
S08000029,NHS Fife,AD,Specialty (AD),Inpatient/Day case,AMBER,2.5,4.0,29.55,5.41,0.0,8.33,2026-09-01,Worsening,0.62,21.0,58.0,25.0,1.0,125.0,137.0,-12.0
S08000029,NHS Fife,AF,Specialty (AF),New Outpatient,AMBER,2.5,24.81,41.97,40.11,41.79,29.36,2026-09-01,Worsening,0.85,41.0,179.1,810.0,201.0,910.0,837.0,73.0
S08000029,NHS Fife,AG,Specialty (AG),Inpatient/Day case,AMBER,2.5,25.0,29.93,23.81,20.73,53.52,2026-09-01,Worsening,3.36,,,4.0,1.0,22.0,26.0,-4.0
S08000026,NHS Shetland,F2,Specialty (F2),Inpatient/Day case,AMBER,2.5,36.67,34.04,31.45,31.67,39.61,2026-09-01,Worsening,2.38,49.0,187.2,30.0,11.0,29.0,29.0,0.0
S92000003,NHS Scotland (All),C51,Specialty (C51),New Outpatient,AMBER,2.5,73.97,33.46,31.97,33.03,44.88,2026-09-01,Worsening,1.25,154.0,274.0,242.0,179.0,87.0,124.0,-37.0
S08000026,NHS Shetland,F2,Specialty (F2),New Outpatient,AMBER,2.5,47.19,44.43,38.82,44.43,26.32,2026-09-01,Worsening,1.48,75.5,201.3,178.0,84.0,164.0,149.0,15.0
S08000017,NHS Dumfries & Galloway,AB,Specialty (AB),New Outpatient,AMBER,2.5,33.07,29.21,26.03,22.99,21.46,2026-09-01,Worsening,1.66,55.0,154.4,127.0,42.0,204.0,194.0,10.0
S08000017,NHS Dumfries & Galloway,A2,Specialty (A2),Inpatient/Day case,AMBER,2.5,62.5,37.12,33.72,31.46,31.41,2026-09-01,Worsening,6.06,,,8.0,5.0,19.0,27.0,-8.0
S08000017,NHS Dumfries & Galloway,A1,General Surgery,Inpatient/Day case,AMBER,2.5,33.33,32.28,26.58,27.73,53.28,2026-09-01,Worsening,7.76,,,3.0,1.0,2.0,0.0,2.0
S92000003,NHS Scotland (All),CA,Specialty (CA),New Outpatient,AMBER,2.5,39.27,46.64,44.64,45.75,23.02,2026-09-01,Worsening,0.57,63.0,214.0,2106.0,827.0,2104.0,1997.0,107.0
S08000029,NHS Fife,C13,Specialty (C13),Inpatient/Day case,AMBER,2.5,47.48,43.55,40.76,43.55,44.83,2026-09-01,Worsening,0.71,78.5,193.6,238.0,113.0,196.0,204.0,-8.0
S08000028,NHS Western Isles,C8,Neurosurgery,New Outpatient,AMBER,2.5,14.47,24.73,22.23,24.66,22.21,2026-09-01,Worsening,1.32,25.0,113.6,235.0,34.0,392.0,380.0,12.0
S08000026,NHS Shetland,AR,Specialty (AR),New Outpatient,AMBER,2.5,49.04,38.23,33.34,38.23,44.41,2026-09-01,Worsening,3.13,79.0,277.7,104.0,51.0,65.0,25.0,40.0
S08000030,NHS Tayside,A2,Specialty (A2),Inpatient/Day case,AMBER,2.5,45.18,34.68,33.76,32.09,21.89,2026-09-01,Worsening,2.75,72.5,250.7,332.0,150.0,260.0,274.0,-14.0
S08000030,NHS Tayside,A2,Specialty (A2),New Outpatient,AMBER,2.5,39.15,39.24,37.49,39.24,32.09,2026-09-01,Worsening,0.79,55.0,189.8,889.0,348.0,1857.0,1701.0,156.0
S08000029,NHS Fife,J4,Specialty (J4),Inpatient/Day case,AMBER,2.5,52.0,45.22,39.99,34.45,32.74,2026-09-01,Worsening,6.7,117.0,154.0,25.0,13.0,26.0,43.0,-17.0
S08000029,NHS Fife,F2,Specialty (F2),Inpatient/Day case,AMBER,2.5,46.97,48.23,46.44,45.56,30.43,2026-09-01,Worsening,1.01,79.0,214.0,413.0,194.0,347.0,363.0,-16.0
S08000019,NHS Forth Valley,A82,Specialty (A82),New Outpatient,AMBER,2.5,34.38,21.62,18.77,17.69,23.42,2026-09-01,Worsening,4.91,63.0,131.7,64.0,22.0,59.0,58.0,1.0
S08000019,NHS Forth Valley,A7,Specialty (A7),New Outpatient,AMBER,2.5,49.28,49.57,45.64,49.57,28.87,2026-09-01,Worsening,1.34,83.0,202.0,3606.0,1777.0,2112.0,1933.0,179.0
S08000019,NHS Forth Valley,AG,Specialty (AG),New Outpatient,AMBER,2.5,51.16,39.68,35.34,32.07,33.1,2026-09-01,Worsening,5.93,91.0,162.0,129.0,66.0,78.0,76.0,2.0
S08000019,NHS Forth Valley,AB,Specialty (AB),New Outpatient,AMBER,2.5,39.59,29.94,28.94,28.76,38.66,2026-09-01,Worsening,2.3,69.0,165.0,197.0,78.0,207.0,252.0,-45.0
S08000019,NHS Forth Valley,A9,Specialty (A9),New Outpatient,AMBER,2.5,35.7,33.36,31.45,33.36,50.92,2026-09-01,Worsening,5.62,57.0,166.0,465.0,166.0,421.0,323.0,98.0
S08000030,NHS Tayside,D4,Endocrinology,New Outpatient,AMBER,2.5,68.26,42.49,39.46,42.35,55.94,2026-09-01,Worsening,1.81,155.0,293.0,797.0,544.0,290.0,191.0,99.0
S08000030,NHS Tayside,D8,Respiratory Medicine,New Outpatient,AMBER,2.5,42.37,28.25,26.14,24.59,51.49,2026-09-01,Worsening,5.82,68.5,151.0,236.0,100.0,180.0,147.0,33.0
S08000030,NHS Tayside,H2,Specialty (H2),Inpatient/Day case,AMBER,2.5,14.63,38.79,30.41,38.79,50.22,2026-09-01,Worsening,1.07,19.0,137.0,41.0,6.0,369.0,357.0,12.0
S08000025,NHS Orkney,A1,General Surgery,Inpatient/Day case,AMBER,2.5,22.22,20.75,11.98,9.0,40.85,2026-09-01,Worsening,3.43,,,9.0,2.0,34.0,34.0,0.0
S08000025,NHS Orkney,A7,Specialty (A7),New Outpatient,AMBER,2.5,37.5,30.86,25.68,28.43,48.06,2026-09-01,Worsening,0.55,55.0,160.3,88.0,33.0,158.0,190.0,-32.0
S08000026,NHS Shetland,AG,Specialty (AG),New Outpatient,AMBER,2.5,33.33,24.02,22.72,20.84,54.17,2026-09-01,Worsening,5.84,,,6.0,2.0,13.0,13.0,0.0
S08000026,NHS Shetland,AF,Specialty (AF),New Outpatient,AMBER,2.5,29.36,42.64,41.67,42.62,20.68,2026-09-01,Worsening,1.08,41.0,174.2,109.0,32.0,108.0,96.0,12.0
S08000030,NHS Tayside,C7,Orthopaedics,New Outpatient,AMBER,2.5,32.16,26.89,24.31,24.36,31.56,2026-09-01,Worsening,1.58,50.0,174.0,2413.0,776.0,2188.0,1699.0,489.0
S08000019,NHS Forth Valley,A1,General Surgery,New Outpatient,AMBER,2.5,14.04,37.36,33.87,37.36,42.82,2026-09-01,Worsening,3.31,33.0,98.4,114.0,16.0,167.0,178.0,-11.0
S08000030,NHS Tayside,C13,Specialty (C13),New Outpatient,AMBER,2.5,31.46,28.01,26.01,28.01,40.23,2026-09-01,Worsening,0.51,40.0,328.2,515.0,162.0,790.0,659.0,131.0
S08000025,NHS Orkney,CA,Specialty (CA),New Outpatient,AMBER,2.5,,38.4,29.8,27.55,53.65,2026-08-01,Worsening,3.68,,,,,7.0,9.0,-2.0
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,Inpatient/Day case,AMBER,2.5,41.3,47.83,46.7,47.45,33.1,2026-09-01,Worsening,4.73,65.5,176.8,92.0,38.0,67.0,80.0,-13.0
S08000025,NHS Orkney,C13,Specialty (C13),New Outpatient,AMBER,2.5,21.05,48.92,43.77,48.92,49.18,2026-09-01,Worsening,4.59,,,19.0,4.0,48.0,87.0,-39.0
S08000017,NHS Dumfries & Galloway,AQ,Specialty (AQ),New Outpatient,AMBER,2.5,19.09,33.11,30.67,32.06,37.24,2026-09-01,Worsening,1.68,42.5,119.1,110.0,21.0,435.0,402.0,33.0
S92000003,NHS Scotland (All),C4,Ear Nose & Throat,New Outpatient,AMBER,2.5,27.27,35.79,22.13,13.79,34.64,2026-09-01,Worsening,3.84,,,11.0,3.0,33.0,35.0,-2.0
S08000017,NHS Dumfries & Galloway,C12,Thoracic Surgery,Inpatient/Day case,AMBER,2.5,38.46,47.2,42.23,42.06,30.31,2026-09-01,Worsening,2.45,62.0,193.6,39.0,15.0,31.0,31.0,0.0
S92000003,NHS Scotland (All),C3,Plastic Surgery,New Outpatient,AMBER,2.5,36.4,31.97,29.87,31.97,40.06,2026-09-01,Worsening,0.94,57.0,245.7,1434.0,522.0,1070.0,711.0,359.0
S08000017,NHS Dumfries & Galloway,A9,Specialty (A9),Inpatient/Day case,AMBER,2.5,14.29,22.77,18.62,22.77,36.34,2026-09-01,Worsening,1.57,,,14.0,2.0,36.0,31.0,5.0
S08000017,NHS Dumfries & Galloway,A81,Specialty (A81),New Outpatient,AMBER,2.5,20.2,31.61,29.87,31.61,31.76,2026-09-01,Worsening,3.24,39.0,126.8,99.0,20.0,213.0,186.0,27.0
S08000017,NHS Dumfries & Galloway,A8,Specialty (A8),New Outpatient,AMBER,2.5,0.0,37.1,34.18,33.03,44.0,2026-09-01,Worsening,0.99,,,5.0,0.0,10.0,11.0,-1.0
S08000028,NHS Western Isles,A7,Specialty (A7),New Outpatient,AMBER,2.5,9.89,38.64,35.74,33.24,30.38,2026-09-01,Worsening,0.71,26.0,84.0,91.0,9.0,159.0,168.0,-9.0
S08000017,NHS Dumfries & Galloway,H2,Specialty (H2),New Outpatient,AMBER,2.5,31.43,23.97,22.42,21.73,17.76,2026-09-01,Worsening,1.89,19.0,260.4,35.0,11.0,203.0,205.0,-2.0
S92000003,NHS Scotland (All),AW,Specialty (AW),New Outpatient,AMBER,2.5,44.47,26.97,25.86,25.61,24.67,2026-09-01,Worsening,1.96,74.0,158.0,425.0,189.0,302.0,264.0,38.0
S92000003,NHS Scotland (All),AV,Specialty (AV),New Outpatient,AMBER,2.5,59.19,36.94,34.45,36.86,39.16,2026-09-01,Worsening,1.6,118.0,361.6,1382.0,818.0,673.0,754.0,-81.0
S92000003,NHS Scotland (All),AQ,Specialty (AQ),Inpatient/Day case,AMBER,2.5,15.44,35.99,32.78,33.14,25.38,2026-09-01,Worsening,0.58,20.0,147.6,149.0,23.0,856.0,859.0,-3.0
S08000020,NHS Grampian,C13,Specialty (C13),New Outpatient,AMBER,2.5,49.79,45.53,44.08,45.53,64.03,2026-09-01,Worsening,2.54,84.0,223.0,1691.0,842.0,1749.0,1424.0,325.0
S08000032,NHS Lanarkshire,D5,Haematology,New Outpatient,AMBER,2.5,47.37,30.32,26.8,29.62,55.62,2026-09-01,Worsening,1.43,83.0,182.0,209.0,99.0,108.0,83.0,25.0
S08000032,NHS Lanarkshire,H1,Specialty (H1),Inpatient/Day case,AMBER,2.5,25.0,22.97,20.03,22.44,33.84,2026-09-01,Worsening,2.38,,,16.0,4.0,74.0,64.0,10.0
S08000031,NHS Greater Glasgow & Clyde,C4,Ear Nose & Throat,New Outpatient,AMBER,2.5,27.27,32.78,21.6,14.17,32.85,2026-09-01,Worsening,3.84,,,11.0,3.0,33.0,35.0,-2.0
S08000019,NHS Forth Valley,Z9,All Specialties,New Outpatient,AMBER,2.5,32.38,41.04,39.32,41.04,23.26,2026-09-01,Worsening,0.93,50.0,162.0,16745.0,5422.0,21210.0,20976.0,234.0
S08000020,NHS Grampian,AD,Specialty (AD),Inpatient/Day case,AMBER,2.5,40.0,24.9,23.3,23.6,32.85,2026-09-01,Worsening,1.83,,,5.0,2.0,3.0,5.0,-2.0
S08000031,NHS Greater Glasgow & Clyde,AW,Specialty (AW),New Outpatient,AMBER,2.5,37.96,23.09,21.11,19.67,27.67,2026-09-01,Worsening,1.91,68.5,138.7,274.0,104.0,216.0,193.0,23.0
S08000032,NHS Lanarkshire,A1,General Surgery,Inpatient/Day case,AMBER,2.5,24.0,27.4,25.65,23.88,34.21,2026-09-01,Worsening,1.98,26.0,194.2,25.0,6.0,98.0,83.0,15.0
S08000020,NHS Grampian,C12,Thoracic Surgery,New Outpatient,AMBER,2.5,34.1,29.36,27.51,29.36,25.45,2026-09-01,Worsening,2.57,49.0,229.9,522.0,178.0,615.0,480.0,135.0
S08000022,NHS Highland,A82,Specialty (A82),New Outpatient,AMBER,2.5,88.13,34.38,28.8,34.38,42.53,2026-09-01,Worsening,1.08,309.0,341.0,573.0,505.0,110.0,228.0,-118.0
S08000022,NHS Highland,A9,Specialty (A9),Inpatient/Day case,AMBER,2.5,66.67,32.87,25.68,32.87,55.01,2026-09-01,Worsening,12.97,,,3.0,2.0,11.0,12.0,-1.0
S08000020,NHS Grampian,A2,Specialty (A2),New Outpatient,AMBER,2.5,45.53,48.54,44.43,48.54,28.12,2026-09-01,Worsening,3.49,76.0,193.0,2675.0,1218.0,3239.0,2701.0,538.0
S08000020,NHS Grampian,C42,Specialty (C42),New Outpatient,AMBER,2.5,7.69,42.94,39.66,38.84,47.6,2026-09-01,Worsening,1.76,,,13.0,1.0,72.0,71.0,1.0
S08000022,NHS Highland,AF,Specialty (AF),Inpatient/Day case,AMBER,2.5,21.05,44.98,42.65,43.94,38.16,2026-09-01,Worsening,1.28,25.0,175.4,57.0,12.0,154.0,155.0,-1.0
S08000020,NHS Grampian,D6,Specialty (D6),New Outpatient,AMBER,2.5,45.45,27.37,23.71,27.37,49.97,2026-09-01,Worsening,0.95,69.5,164.0,440.0,200.0,341.0,320.0,21.0
S08000020,NHS Grampian,D5,Haematology,New Outpatient,AMBER,2.5,25.0,40.98,37.78,40.25,63.1,2026-09-01,Worsening,0.6,39.0,140.1,40.0,10.0,51.0,43.0,8.0
S08000015,NHS Ayrshire & Arran,C12,Thoracic Surgery,Inpatient/Day case,AMBER,2.5,35.0,44.12,40.97,38.04,33.23,2026-09-01,Worsening,4.16,57.0,168.1,40.0,14.0,53.0,57.0,-4.0
S08000015,NHS Ayrshire & Arran,C12,Thoracic Surgery,New Outpatient,AMBER,2.5,39.18,47.16,45.46,47.16,44.77,2026-09-01,Worsening,3.76,63.0,194.2,319.0,125.0,427.0,433.0,-6.0
S92000003,NHS Scotland (All),J3,Specialty (J3),New Outpatient,AMBER,2.5,27.18,29.06,26.17,25.37,21.58,2026-09-01,Worsening,1.29,42.0,140.2,309.0,84.0,621.0,640.0,-19.0
S92000003,NHS Scotland (All),J4,Specialty (J4),Inpatient/Day case,AMBER,2.5,23.53,31.56,30.69,30.41,8.94,2026-09-01,Worsening,0.68,13.0,139.8,153.0,36.0,759.0,751.0,8.0
S08000020,NHS Grampian,E12,Specialty (E12),New Outpatient,AMBER,2.5,33.46,30.92,26.3,20.86,19.02,2026-09-01,Worsening,2.12,56.0,152.0,798.0,267.0,710.0,764.0,-54.0
S08000032,NHS Lanarkshire,AB,Specialty (AB),New Outpatient,AMBER,2.5,8.07,21.3,19.03,20.15,22.76,2026-09-01,Worsening,0.57,27.0,77.4,347.0,28.0,923.0,883.0,40.0
S08000020,NHS Grampian,H2,Specialty (H2),Inpatient/Day case,AMBER,2.5,100.0,46.1,40.98,46.1,36.19,2026-09-01,Worsening,3.81,,,5.0,5.0,1.0,1.0,0.0
S08000032,NHS Lanarkshire,C31,Specialty (C31),Inpatient/Day case,AMBER,2.5,17.39,45.05,42.17,40.72,71.49,2026-09-01,Worsening,1.82,55.0,146.0,46.0,8.0,40.0,44.0,-4.0
S08000032,NHS Lanarkshire,A2,Specialty (A2),Inpatient/Day case,AMBER,2.5,31.64,43.3,42.15,42.65,22.97,2026-09-01,Worsening,0.77,46.0,174.2,177.0,56.0,216.0,223.0,-7.0
S08000020,NHS Grampian,AG,Specialty (AG),New Outpatient,AMBER,2.5,22.98,32.51,30.39,30.22,31.62,2026-09-01,Worsening,2.14,42.0,117.0,248.0,57.0,689.0,636.0,53.0
S08000032,NHS Lanarkshire,AQ,Specialty (AQ),Inpatient/Day case,AMBER,2.5,12.5,37.04,34.39,36.69,45.45,2026-09-01,Worsening,3.45,,,16.0,2.0,60.0,48.0,12.0
S08000020,NHS Grampian,J3,Specialty (J3),New Outpatient,AMBER,2.5,46.6,42.47,39.48,38.7,26.45,2026-09-01,Worsening,1.26,71.0,158.0,103.0,48.0,186.0,199.0,-13.0
S08000031,NHS Greater Glasgow & Clyde,D8,Respiratory Medicine,New Outpatient,AMBER,2.5,39.27,41.75,40.19,41.75,46.67,2026-09-01,Worsening,1.43,60.0,187.0,331.0,130.0,369.0,445.0,-76.0
S08000031,NHS Greater Glasgow & Clyde,D3,Gastroenterology,New Outpatient,AMBER,2.5,52.23,42.45,39.25,42.45,40.24,2026-09-01,Worsening,2.57,102.0,201.0,2985.0,1559.0,1595.0,1251.0,344.0
S08000020,NHS Grampian,A6,Specialty (A6),New Outpatient,AMBER,2.5,35.87,21.42,19.89,19.78,23.39,2026-09-01,Worsening,1.18,35.0,346.6,92.0,33.0,276.0,266.0,10.0
