HBT,HealthBoardName,Specialty,SpecialtyName,PatientType,RiskRating,PriorityScore,CurrentPctOver12Weeks,PeakForecast,MeanForecast,FinalForecast,ForecastUncertainty,ForecastDateMax,TrendDirection,TrendSlope,CurrentMedianWaitWeeks,Current90thPctWaitWeeks,NumberWaiting,NumberWaitingOver12Weeks,Additions,Removals,NetPressure
S08000024,NHS Lothian,AH,Specialty (AH),Inpatient/Day case,AMBER,1.7,0.0,38.94,35.34,38.94,40.15,2026-09-01,Improving,-3.19,,,4.0,0.0,11.0,18.0,-7.0
S08000024,NHS Lothian,AH,Specialty (AH),New Outpatient,AMBER,1.7,18.7,35.95,34.92,35.87,37.53,2026-09-01,Improving,-0.88,22.0,139.0,941.0,176.0,2029.0,1984.0,45.0
S08000031,NHS Greater Glasgow & Clyde,J4,Specialty (J4),New Outpatient,AMBER,1.7,34.08,35.03,32.76,35.03,15.16,2026-09-01,Improving,-1.0,46.0,239.0,760.0,259.0,1495.0,1438.0,57.0
S08000031,NHS Greater Glasgow & Clyde,J5,Specialty (J5),New Outpatient,AMBER,1.7,0.0,38.09,33.72,32.89,51.28,2026-09-01,Improving,-4.79,,,14.0,0.0,32.0,35.0,-3.0
S08000020,NHS Grampian,AP,Specialty (AP),New Outpatient,AMBER,1.7,21.57,39.12,36.77,39.12,29.89,2026-09-01,Improving,-0.67,36.0,137.6,153.0,33.0,219.0,225.0,-6.0
S08000022,NHS Highland,AQ,Specialty (AQ),New Outpatient,AMBER,1.7,19.48,45.7,40.07,45.7,26.45,2026-09-01,Improving,-1.76,29.5,103.0,308.0,60.0,485.0,573.0,-88.0
S08000031,NHS Greater Glasgow & Clyde,H1,Specialty (H1),Inpatient/Day case,AMBER,1.7,37.5,45.07,43.19,43.77,37.18,2026-09-01,Improving,-3.18,,,16.0,6.0,53.0,57.0,-4.0
S08000020,NHS Grampian,AR,Specialty (AR),New Outpatient,AMBER,1.7,35.65,43.46,39.16,43.46,37.09,2026-09-01,Improving,-0.77,61.0,258.8,1063.0,379.0,1469.0,1335.0,134.0
S08000022,NHS Highland,C13,Specialty (C13),New Outpatient,AMBER,1.7,0.0,45.27,41.92,41.36,69.34,2026-09-01,Improving,-8.58,,,2.0,0.0,2.0,0.0,2.0
S08000022,NHS Highland,C31,Specialty (C31),New Outpatient,AMBER,1.7,27.78,28.5,26.1,26.51,27.46,2026-09-01,Improving,-0.56,56.0,293.9,72.0,20.0,84.0,127.0,-43.0
S08000020,NHS Grampian,C3,Plastic Surgery,New Outpatient,AMBER,1.7,20.41,20.56,13.35,10.04,34.95,2026-09-01,Improving,-3.22,48.0,105.6,49.0,10.0,73.0,55.0,18.0
S08000022,NHS Highland,AH,Specialty (AH),Inpatient/Day case,AMBER,1.7,,34.56,31.5,34.56,45.22,2026-08-01,Improving,-0.77,,,,,12.0,16.0,-4.0
S08000020,NHS Grampian,J4,Specialty (J4),New Outpatient,AMBER,1.7,1.62,33.79,31.67,33.79,25.96,2026-09-01,Improving,-2.37,11.0,41.2,309.0,5.0,1354.0,1295.0,59.0
S08000020,NHS Grampian,J5,Specialty (J5),New Outpatient,AMBER,1.7,20.51,33.06,29.32,27.41,27.85,2026-09-01,Improving,-1.2,42.5,303.5,78.0,16.0,154.0,143.0,11.0
S08000022,NHS Highland,A1,General Surgery,New Outpatient,AMBER,1.7,12.18,22.68,17.74,22.68,28.45,2026-09-01,Improving,-0.61,26.0,98.0,197.0,24.0,492.0,568.0,-76.0
S08000032,NHS Lanarkshire,AF,Specialty (AF),New Outpatient,AMBER,1.7,12.42,34.29,30.31,34.29,35.82,2026-09-01,Improving,-0.98,39.0,98.0,1200.0,149.0,1164.0,1016.0,148.0
S92000003,NHS Scotland (All),J4,Specialty (J4),New Outpatient,AMBER,1.7,20.59,46.29,44.93,46.29,17.97,2026-09-01,Improving,-1.98,26.0,162.9,1948.0,401.0,5023.0,5095.0,-72.0
S92000003,NHS Scotland (All),J5,Specialty (J5),New Outpatient,AMBER,1.7,17.31,28.47,26.11,24.68,38.15,2026-09-01,Improving,-1.39,34.0,164.9,104.0,18.0,211.0,202.0,9.0
SB0801,Unknown (SB0801),A2,Specialty (A2),New Outpatient,AMBER,1.7,27.6,27.63,26.82,27.01,17.71,2026-09-01,Improving,-0.6,47.0,139.9,192.0,53.0,212.0,308.0,-96.0
S08000015,NHS Ayrshire & Arran,A1,General Surgery,New Outpatient,AMBER,1.7,22.2,42.96,39.14,37.32,20.82,2026-09-01,Improving,-1.97,29.0,131.0,509.0,113.0,1034.0,1146.0,-112.0
S08000022,NHS Highland,A2,Specialty (A2),New Outpatient,AMBER,1.7,23.05,35.75,32.96,35.75,18.63,2026-09-01,Improving,-4.34,27.5,138.5,282.0,65.0,558.0,597.0,-39.0
S08000029,NHS Fife,A7,Specialty (A7),New Outpatient,AMBER,1.7,17.87,44.0,42.47,43.73,36.65,2026-09-01,Improving,-2.27,25.0,130.0,1007.0,180.0,2006.0,2096.0,-90.0
SB0801,Unknown (SB0801),C41,Audiological Medicine,Inpatient/Day case,AMBER,1.7,9.05,26.06,24.76,26.06,18.94,2026-09-01,Improving,-0.78,27.0,82.1,210.0,19.0,222.0,208.0,14.0
S08000015,NHS Ayrshire & Arran,AF,Specialty (AF),New Outpatient,AMBER,1.7,15.54,37.81,34.92,37.81,22.4,2026-09-01,Improving,-1.58,41.0,115.4,933.0,145.0,1118.0,971.0,147.0
S08000029,NHS Fife,A9,Specialty (A9),Inpatient/Day case,GREEN,1.5,36.0,17.8,15.27,12.68,18.1,2026-09-01,Worsening,4.18,38.0,166.0,25.0,9.0,66.0,63.0,3.0
S08000015,NHS Ayrshire & Arran,D1,Neurology,Inpatient/Day case,GREEN,1.5,13.37,7.81,6.39,7.48,24.39,2026-09-01,Worsening,1.96,47.0,103.0,202.0,27.0,186.0,153.0,33.0
S08000015,NHS Ayrshire & Arran,C3,Plastic Surgery,Inpatient/Day case,GREEN,1.5,,18.91,11.74,9.27,21.09,2026-08-01,Worsening,29.29,,,,,0.0,1.0,-1.0
SB0801,Unknown (SB0801),AQ,Specialty (AQ),New Outpatient,GREEN,1.5,2.7,4.22,3.0,2.57,6.69,2026-09-01,Worsening,0.7,14.0,47.0,37.0,1.0,110.0,96.0,14.0
S08000020,NHS Grampian,CA,Specialty (CA),New Outpatient,GREEN,1.5,12.43,18.06,17.16,17.75,27.38,2026-09-01,Worsening,1.05,27.0,96.4,169.0,21.0,397.0,406.0,-9.0
S08000022,NHS Highland,A2,Specialty (A2),Inpatient/Day case,GREEN,1.5,23.44,2.99,1.53,1.63,23.5,2026-09-01,Worsening,2.25,34.5,198.8,64.0,15.0,181.0,189.0,-8.0
SB0801,Unknown (SB0801),AQ,Specialty (AQ),Inpatient/Day case,GREEN,1.5,26.67,9.25,6.15,4.16,14.47,2026-09-01,Worsening,3.0,,,15.0,4.0,34.0,52.0,-18.0
S08000024,NHS Lothian,H2,Specialty (H2),Inpatient/Day case,GREEN,1.5,23.91,15.71,14.06,14.65,21.66,2026-09-01,Worsening,2.89,15.0,202.5,46.0,11.0,124.0,140.0,-16.0
S08000024,NHS Lothian,C42,Specialty (C42),New Outpatient,GREEN,1.5,5.88,6.87,5.58,6.06,11.69,2026-09-01,Worsening,0.93,12.5,62.0,34.0,2.0,120.0,141.0,-21.0
S08000024,NHS Lothian,C3,Plastic Surgery,New Outpatient,GREEN,1.5,4.99,1.15,0.36,0.0,10.49,2026-09-01,Worsening,1.03,35.0,77.0,501.0,25.0,520.0,416.0,104.0
S08000024,NHS Lothian,AG,Specialty (AG),New Outpatient,GREEN,1.5,5.26,14.33,12.54,13.18,14.33,2026-09-01,Worsening,0.6,28.0,67.6,95.0,5.0,200.0,202.0,-2.0
S08000024,NHS Lothian,A6,Specialty (A6),New Outpatient,GREEN,1.5,6.12,10.91,6.91,3.24,18.43,2026-09-01,Worsening,1.1,22.0,78.0,98.0,6.0,538.0,573.0,-35.0
S92000003,NHS Scotland (All),A81,Specialty (A81),Inpatient/Day case,GREEN,1.5,11.94,18.33,16.6,18.19,29.0,2026-09-01,Worsening,0.56,27.0,120.4,67.0,8.0,210.0,265.0,-55.0
S08000019,NHS Forth Valley,AH,Specialty (AH),New Outpatient,GREEN,1.5,33.04,10.83,9.62,10.67,27.67,2026-09-01,Worsening,1.81,60.0,133.0,787.0,260.0,692.0,737.0,-45.0
S08000024,NHS Lothian,D8,Respiratory Medicine,New Outpatient,GREEN,1.5,12.77,8.88,5.77,4.63,27.36,2026-09-01,Worsening,3.8,34.0,141.0,321.0,41.0,361.0,349.0,12.0
S08000024,NHS Lothian,H1,Specialty (H1),Inpatient/Day case,GREEN,1.5,34.78,12.4,11.08,11.06,29.62,2026-09-01,Worsening,4.76,71.0,177.0,46.0,16.0,47.0,59.0,-12.0
S08000024,NHS Lothian,A82,Specialty (A82),New Outpatient,GREEN,1.5,29.52,16.59,14.74,15.39,15.25,2026-09-01,Worsening,2.14,46.0,158.8,603.0,178.0,649.0,571.0,78.0
S08000020,NHS Grampian,A1,General Surgery,Inpatient/Day case,GREEN,1.5,33.33,8.05,6.16,8.05,15.98,2026-09-01,Worsening,3.12,,,9.0,3.0,25.0,23.0,2.0
S08000022,NHS Highland,AV,Specialty (AV),New Outpatient,GREEN,1.5,42.8,8.47,6.85,7.78,27.31,2026-09-01,Worsening,4.81,76.0,140.0,500.0,214.0,317.0,303.0,14.0
S08000031,NHS Greater Glasgow & Clyde,J3,Specialty (J3),New Outpatient,GREEN,1.5,6.54,8.74,6.74,7.9,15.69,2026-09-01,Worsening,0.73,28.0,72.2,107.0,7.0,280.0,297.0,-17.0
S08000019,NHS Forth Valley,D5,Haematology,New Outpatient,GREEN,1.5,43.91,19.35,17.83,16.89,49.32,2026-09-01,Worsening,6.21,68.5,133.0,230.0,101.0,133.0,113.0,20.0
S08000020,NHS Grampian,AB,Specialty (AB),New Outpatient,GREEN,1.5,19.18,16.91,14.84,15.55,14.15,2026-09-01,Worsening,0.85,28.0,112.5,146.0,28.0,317.0,328.0,-11.0
S08000022,NHS Highland,AB,Specialty (AB),New Outpatient,GREEN,1.5,15.69,12.65,11.73,11.81,15.93,2026-09-01,Worsening,1.23,29.0,104.0,102.0,16.0,175.0,167.0,8.0
S08000020,NHS Grampian,A3,Specialty (A3),New Outpatient,GREEN,1.5,6.59,3.13,2.88,3.06,4.1,2026-09-01,Worsening,0.73,14.0,75.1,410.0,27.0,795.0,851.0,-56.0
S08000022,NHS Highland,C12,Thoracic Surgery,New Outpatient,GREEN,1.5,40.3,10.99,9.54,8.79,24.0,2026-09-01,Worsening,5.06,75.0,144.0,201.0,81.0,145.0,145.0,0.0
S08000022,NHS Highland,AQ,Specialty (AQ),Inpatient/Day case,GREEN,1.5,71.43,18.55,14.89,15.3,29.95,2026-09-01,Worsening,10.35,,,7.0,5.0,43.0,45.0,-2.0
S08000029,NHS Fife,H2,Specialty (H2),Inpatient/Day case,GREEN,1.5,15.38,4.09,2.1,0.88,7.23,2026-09-01,Worsening,1.63,20.5,98.0,26.0,4.0,95.0,100.0,-5.0
S08000029,NHS Fife,AR,Specialty (AR),Inpatient/Day case,GREEN,1.5,13.33,9.5,4.84,3.06,18.81,2026-09-01,Worsening,2.15,38.5,86.9,30.0,4.0,86.0,71.0,15.0
S08000015,NHS Ayrshire & Arran,A1,General Surgery,Inpatient/Day case,GREEN,1.5,10.0,14.96,11.32,14.96,20.38,2026-09-01,Worsening,1.06,,,10.0,1.0,43.0,38.0,5.0
S08000029,NHS Fife,AB,Specialty (AB),New Outpatient,GREEN,1.5,14.84,17.97,15.61,17.26,30.43,2026-09-01,Worsening,1.3,28.0,151.4,182.0,27.0,488.0,481.0,7.0
S08000016,NHS Borders,AR,Specialty (AR),New Outpatient,GREEN,1.5,34.4,14.26,11.7,12.55,26.75,2026-09-01,Worsening,4.66,57.0,133.6,125.0,43.0,117.0,118.0,-1.0
S08000015,NHS Ayrshire & Arran,H2,Specialty (H2),New Outpatient,GREEN,1.5,11.11,2.29,1.64,0.7,4.42,2026-09-01,Worsening,1.94,,,9.0,1.0,72.0,77.0,-5.0
S08000030,NHS Tayside,A1,General Surgery,New Outpatient,GREEN,1.5,7.94,0.0,0.0,0.0,13.44,2026-09-01,Worsening,2.75,14.0,67.2,63.0,5.0,408.0,402.0,6.0
S08000028,NHS Western Isles,AH,Specialty (AH),New Outpatient,GREEN,1.5,8.33,17.73,11.55,2.94,33.87,2026-09-01,Worsening,2.13,,,12.0,1.0,23.0,18.0,5.0
S08000026,NHS Shetland,C1,Cardiothoracic Surgery,New Outpatient,GREEN,1.5,31.09,14.39,12.93,12.3,14.59,2026-09-01,Worsening,1.32,49.0,159.0,341.0,106.0,546.0,537.0,9.0
S08000030,NHS Tayside,A6,Specialty (A6),New Outpatient,GREEN,1.5,10.0,11.31,6.14,3.46,19.51,2026-09-01,Worsening,1.06,,,10.0,1.0,45.0,41.0,4.0
S08000030,NHS Tayside,CA,Specialty (CA),New Outpatient,GREEN,1.5,13.0,16.35,13.79,15.48,25.98,2026-09-01,Worsening,0.63,33.0,105.4,100.0,13.0,163.0,145.0,18.0
S08000026,NHS Shetland,A1,General Surgery,New Outpatient,GREEN,1.5,31.86,13.3,12.12,12.07,13.44,2026-09-01,Worsening,3.59,41.0,130.0,113.0,36.0,216.0,195.0,21.0
S08000025,NHS Orkney,F2,Specialty (F2),Inpatient/Day case,GREEN,1.5,0.0,9.88,7.16,9.88,17.64,2026-09-01,Worsening,1.09,,,17.0,0.0,35.0,29.0,6.0
S92000003,NHS Scotland (All),AM,Specialty (AM),New Outpatient,GREEN,1.5,12.5,12.1,9.66,10.1,15.58,2026-09-01,Worsening,0.88,26.0,118.4,168.0,21.0,496.0,460.0,36.0
S92000003,NHS Scotland (All),AR,Specialty (AR),Inpatient/Day case,GREEN,1.5,8.45,12.29,8.88,10.42,18.71,2026-09-01,Worsening,1.43,14.0,83.0,71.0,6.0,184.0,147.0,37.0
S08000024,NHS Lothian,J5,Specialty (J5),New Outpatient,GREEN,1.5,25.0,18.75,12.35,9.28,40.75,2026-09-01,Worsening,2.34,,,8.0,2.0,12.0,14.0,-2.0
S08000015,NHS Ayrshire & Arran,A6,Specialty (A6),New Outpatient,GREEN,1.0,0.41,10.11,8.04,9.11,27.16,2026-09-01,Stable,-0.22,15.0,39.0,242.0,1.0,666.0,629.0,37.0
S08000015,NHS Ayrshire & Arran,A2,Specialty (A2),Inpatient/Day case,GREEN,1.0,1.96,6.62,4.83,6.0,12.11,2026-09-01,Stable,0.2,32.0,66.0,51.0,1.0,96.0,85.0,11.0
S08000015,NHS Ayrshire & Arran,A7,Specialty (A7),Inpatient/Day case,GREEN,1.0,,0.0,0.0,0.0,0.0,2024-03-01,,,,,,,,,
S08000032,NHS Lanarkshire,C9,Oral Surgery,New Outpatient,GREEN,1.0,1.06,9.23,7.72,7.39,14.5,2026-09-01,Stable,0.13,15.0,42.0,379.0,4.0,824.0,716.0,108.0
S08000020,NHS Grampian,D8,Respiratory Medicine,New Outpatient,GREEN,1.0,,8.3,2.1,0.0,2.53,2026-04-01,Stable,0.0,,,,,2.0,2.0,0.0
SB0801,Unknown (SB0801),C7,Orthopaedics,Inpatient/Day case,GREEN,1.0,0.34,14.48,11.08,8.46,35.83,2026-09-01,Stable,-0.08,20.0,55.5,1746.0,6.0,3819.0,3717.0,102.0
S08000015,NHS Ayrshire & Arran,AQ,Specialty (AQ),Inpatient/Day case,GREEN,1.0,0.0,10.96,5.31,2.63,20.28,2026-09-01,Stable,0.0,,,8.0,0.0,42.0,38.0,4.0
S08000032,NHS Lanarkshire,C41,Audiological Medicine,New Outpatient,GREEN,1.0,,0.16,0.03,0.16,4.93,2020-11-01,,,,,,,,,
SB0801,Unknown (SB0801),C42,Specialty (C42),New Outpatient,GREEN,1.0,1.57,3.08,1.4,0.86,6.47,2026-09-01,Stable,0.23,15.0,55.0,127.0,2.0,438.0,422.0,16.0
S08000015,NHS Ayrshire & Arran,A9,Specialty (A9),Inpatient/Day case,GREEN,1.0,,0.0,0.0,0.0,0.0,2024-06-01,,,,,,,,,
S08000015,NHS Ayrshire & Arran,AD,Specialty (AD),Inpatient/Day case,GREEN,1.0,,0.0,0.0,0.0,0.0,2021-01-01,,,,,,,,,
S08000015,NHS Ayrshire & Arran,AD,Specialty (AD),New Outpatient,GREEN,1.0,0.0,0.0,0.0,0.0,0.0,2026-09-01,Stable,0.0,,,2.0,0.0,54.0,60.0,-6.0
SB0801,Unknown (SB0801),C4,Ear Nose & Throat,New Outpatient,GREEN,1.0,,0.0,0.0,0.0,0.0,2023-02-01,,,,,,,,,
SB0801,Unknown (SB0801),C41,Audiological Medicine,New Outpatient,GREEN,1.0,0.0,0.7,0.23,0.16,1.23,2026-09-01,Stable,0.0,13.0,35.9,72.0,0.0,253.0,243.0,10.0
SB0801,Unknown (SB0801),C42,Specialty (C42),Inpatient/Day case,GREEN,1.0,1.09,2.39,1.56,1.3,5.69,2026-09-01,Stable,0.23,5.0,27.0,92.0,1.0,345.0,339.0,6.0
S92000003,NHS Scotland (All),H2,Specialty (H2),New Outpatient,GREEN,1.0,2.74,5.3,4.8,5.3,4.22,2026-09-01,Stable,0.01,12.0,40.0,1060.0,29.0,5708.0,5707.0,1.0
S08000029,NHS Fife,A3,Specialty (A3),New Outpatient,GREEN,1.0,0.0,11.42,5.72,3.8,26.27,2026-09-01,Stable,0.0,,,3.0,0.0,64.0,62.0,2.0
S08000029,NHS Fife,A1,General Surgery,New Outpatient,GREEN,1.0,,1.61,0.41,1.61,3.63,2026-07-01,Stable,0.0,,,,,1.0,1.0,0.0
S08000032,NHS Lanarkshire,C3,Plastic Surgery,Inpatient/Day case,GREEN,1.0,,0.0,0.0,0.0,0.0,2015-09-01,,,,,,,,,
S08000031,NHS Greater Glasgow & Clyde,AD,Specialty (AD),New Outpatient,GREEN,1.0,0.0,0.0,0.0,0.0,0.76,2026-09-01,Stable,0.0,6.0,21.0,136.0,0.0,697.0,673.0,24.0
S08000020,NHS Grampian,A1,General Surgery,New Outpatient,GREEN,1.0,3.24,12.92,9.78,8.21,23.01,2026-09-01,Stable,0.27,22.0,55.0,309.0,10.0,1076.0,1022.0,54.0
S08000019,NHS Forth Valley,C12,Thoracic Surgery,New Outpatient,GREEN,1.0,0.0,5.23,3.18,3.92,17.22,2026-09-01,Stable,-0.0,19.0,47.4,74.0,0.0,170.0,171.0,-1.0
S08000020,NHS Grampian,AD,Specialty (AD),New Outpatient,GREEN,1.0,1.64,0.92,0.34,0.41,6.26,2026-09-01,Stable,-0.35,12.0,32.0,61.0,1.0,290.0,274.0,16.0
S08000024,NHS Lothian,AB,Specialty (AB),New Outpatient,GREEN,1.0,9.76,12.88,11.48,10.9,11.77,2026-09-01,Stable,-0.1,18.0,84.0,379.0,37.0,1407.0,1553.0,-146.0
S08000031,NHS Greater Glasgow & Clyde,H2,Specialty (H2),New Outpatient,GREEN,1.0,0.0,0.17,0.1,0.03,0.48,2026-09-01,Stable,0.0,6.0,21.0,298.0,0.0,1707.0,1769.0,-62.0
S08000031,NHS Greater Glasgow & Clyde,C31,Specialty (C31),Inpatient/Day case,GREEN,1.0,6.52,14.24,11.88,12.58,33.73,2026-09-01,Stable,0.45,38.0,82.0,46.0,3.0,64.0,57.0,7.0
S08000031,NHS Greater Glasgow & Clyde,AB,Specialty (AB),New Outpatient,GREEN,1.0,3.49,18.69,17.7,17.71,25.01,2026-09-01,Stable,-0.15,20.0,54.2000000000001,659.0,23.0,2234.0,2325.0,-91.0
S08000024,NHS Lothian,AG,Specialty (AG),Inpatient/Day case,GREEN,1.0,0.0,18.18,12.4,12.07,36.03,2026-09-01,Stable,0.0,,,1.0,0.0,3.0,2.0,1.0
S08000031,NHS Greater Glasgow & Clyde,AR,Specialty (AR),Inpatient/Day case,GREEN,1.0,0.0,12.97,11.27,10.24,23.85,2026-09-01,Stable,-0.36,13.0,53.8,20.0,0.0,46.0,34.0,12.0
S08000031,NHS Greater Glasgow & Clyde,AV,Specialty (AV),New Outpatient,GREEN,1.0,,11.32,2.41,0.0,1.35,2017-10-01,,,,,,,,,
S08000031,NHS Greater Glasgow & Clyde,C42,Specialty (C42),New Outpatient,GREEN,1.0,,0.0,0.0,0.0,0.0,2023-09-01,,,,,,,,,
S08000024,NHS Lothian,AM,Specialty (AM),New Outpatient,GREEN,1.0,0.0,5.84,2.58,1.45,18.75,2026-09-01,Stable,0.0,,,11.0,0.0,97.0,94.0,3.0
S92000003,NHS Scotland (All),AD,Specialty (AD),New Outpatient,GREEN,1.0,0.61,0.85,0.65,0.66,4.16,2026-09-01,Stable,-0.09,7.0,27.0,330.0,2.0,1857.0,1807.0,50.0
S92000003,NHS Scotland (All),AD,Specialty (AD),Inpatient/Day case,GREEN,1.0,2.26,4.4,4.05,3.54,5.54,2026-09-01,Stable,-0.25,12.0,38.2,133.0,3.0,786.0,824.0,-38.0
S08000031,NHS Greater Glasgow & Clyde,AD,Specialty (AD),Inpatient/Day case,GREEN,1.0,0.0,1.71,1.56,1.68,2.56,2026-09-01,Stable,-0.35,9.5,24.5,54.0,0.0,405.0,423.0,-18.0
S08000022,NHS Highland,RK2,Specialty (RK2),New Outpatient,GREEN,1.0,,15.53,6.93,4.58,30.12,2025-12-01,,,,,,,7.0,7.0,0.0
S08000020,NHS Grampian,AM,Specialty (AM),New Outpatient,GREEN,1.0,0.0,17.16,13.6,15.03,35.24,2026-09-01,Stable,0.0,,,5.0,0.0,38.0,34.0,4.0
S08000022,NHS Highland,AD,Specialty (AD),New Outpatient,GREEN,1.0,,0.0,0.0,0.0,0.0,2020-08-01,,,,,,,,,
S08000031,NHS Greater Glasgow & Clyde,H2,Specialty (H2),Inpatient/Day case,GREEN,1.0,3.19,2.07,1.95,1.88,1.64,2026-09-01,Stable,0.29,7.0,21.0,94.0,3.0,520.0,518.0,2.0
S08000024,NHS Lothian,A1,General Surgery,New Outpatient,GREEN,1.0,5.39,5.3,4.4,5.3,10.06,2026-09-01,Stable,0.29,11.5,63.7,204.0,11.0,3920.0,3978.0,-58.0
S08000024,NHS Lothian,AD,Specialty (AD),New Outpatient,GREEN,1.0,1.32,3.65,2.31,1.2,11.62,2026-09-01,Stable,-0.17,9.0,33.0,76.0,1.0,524.0,520.0,4.0
S08000031,NHS Greater Glasgow & Clyde,D1,Neurology,New Outpatient,GREEN,1.0,,0.0,0.0,0.0,0.0,2021-01-01,,,,,,,,,
S08000020,NHS Grampian,A8,Specialty (A8),New Outpatient,GREEN,1.0,0.6,5.53,4.16,2.07,13.11,2026-09-01,Stable,-0.45,25.0,60.0,335.0,2.0,795.0,810.0,-15.0
S08000032,NHS Lanarkshire,A6,Specialty (A6),New Outpatient,GREEN,1.0,0.0,12.88,11.22,12.76,26.33,2026-09-01,Stable,-0.14,18.5,46.3,60.0,0.0,124.0,121.0,3.0
S08000022,NHS Highland,A1,General Surgery,Inpatient/Day case,GREEN,1.0,0.0,12.39,10.9,9.77,26.13,2026-09-01,Stable,0.0,,,7.0,0.0,64.0,59.0,5.0
S08000020,NHS Grampian,H2,Specialty (H2),New Outpatient,GREEN,1.0,2.11,4.82,4.05,4.82,3.32,2026-09-01,Stable,0.18,14.0,49.4,237.0,5.0,1156.0,1131.0,25.0
S08000032,NHS Lanarkshire,AD,Specialty (AD),New Outpatient,GREEN,1.0,0.0,0.36,0.12,0.0,1.68,2026-09-01,Stable,0.0,7.0,21.0,41.0,0.0,195.0,186.0,9.0
S08000022,NHS Highland,AG,Specialty (AG),New Outpatient,GREEN,1.0,0.0,1.66,0.95,1.66,2.96,2026-09-01,Stable,-0.39,32.5,61.0,36.0,0.0,44.0,50.0,-6.0
S08000016,NHS Borders,C51,Specialty (C51),New Outpatient,GREEN,1.0,0.0,0.0,0.0,0.0,24.54,2026-09-01,Stable,0.0,,,7.0,0.0,8.0,1.0,7.0
S08000016,NHS Borders,A1,General Surgery,Inpatient/Day case,GREEN,1.0,,1.31,0.31,0.0,3.18,2022-04-01,,,,,,,,,
S08000029,NHS Fife,A1,General Surgery,Inpatient/Day case,GREEN,1.0,,0.0,0.0,0.0,0.0,2026-07-01,Stable,0.0,,,,,2.0,2.0,0.0
S08000029,NHS Fife,C3,Plastic Surgery,Inpatient/Day case,GREEN,1.0,,0.0,0.0,0.0,0.0,2022-04-01,,,,,,,,,
S08000019,NHS Forth Valley,A2,Specialty (A2),Inpatient/Day case,GREEN,1.0,0.0,13.16,6.43,13.16,26.61,2026-09-01,Stable,0.0,,,7.0,0.0,30.0,28.0,2.0
S08000030,NHS Tayside,A82,Specialty (A82),New Outpatient,GREEN,1.0,1.15,0.0,0.0,0.0,10.28,2026-09-01,Stable,0.32,29.0,50.0,260.0,3.0,558.0,617.0,-59.0
S08000029,NHS Fife,D3,Gastroenterology,Inpatient/Day case,GREEN,1.0,,16.01,9.8,2.82,9.2,2018-10-01,,,,,,,,,
S08000030,NHS Tayside,AB,Specialty (AB),New Outpatient,GREEN,1.0,0.0,10.91,9.76,8.52,27.82,2026-09-01,Stable,0.0,,,17.0,0.0,132.0,115.0,17.0
S08000029,NHS Fife,C31,Specialty (C31),New Outpatient,GREEN,1.0,0.0,7.33,4.6,0.65,19.54,2026-09-01,Stable,-0.06,26.0,59.2000000000001,153.0,0.0,190.0,192.0,-2.0
S08000031,NHS Greater Glasgow & Clyde,A6,Specialty (A6),New Outpatient,GREEN,1.0,2.07,6.03,4.37,5.24,10.65,2026-09-01,Stable,0.0,14.0,38.4,145.0,3.0,525.0,537.0,-12.0
S08000019,NHS Forth Valley,C3,Plastic Surgery,Inpatient/Day case,GREEN,1.0,,5.49,1.56,1.24,2.44,2016-09-01,,,,,,,,,
S92000003,NHS Scotland (All),A6,Specialty (A6),New Outpatient,GREEN,1.0,8.27,11.68,9.36,9.07,20.72,2026-09-01,Stable,0.42,19.0,78.0,774.0,64.0,2572.0,2528.0,44.0
S08000024,NHS Lothian,C41,Audiological Medicine,New Outpatient,GREEN,1.0,0.0,2.58,2.06,1.98,4.04,2026-09-01,Stable,0.05,15.0,40.0,54.0,0.0,131.0,166.0,-35.0
S08000031,NHS Greater Glasgow & Clyde,A7,Specialty (A7),Inpatient/Day case,GREEN,1.0,0.0,15.3,11.78,8.27,20.79,2026-09-01,Stable,0.12,,,9.0,0.0,32.0,31.0,1.0
S08000031,NHS Greater Glasgow & Clyde,A81,Specialty (A81),Inpatient/Day case,GREEN,1.0,4.84,14.68,13.23,14.56,28.0,2026-09-01,Stable,0.37,25.5,56.0,62.0,3.0,207.0,262.0,-55.0
S08000030,NHS Tayside,H2,Specialty (H2),New Outpatient,GREEN,1.0,5.95,12.66,11.56,10.09,17.4,2026-09-01,Stable,-0.03,9.5,51.1,84.0,5.0,587.0,560.0,27.0
S08000028,NHS Western Isles,AF,Specialty (AF),New Outpatient,GREEN,1.0,6.67,6.01,4.85,6.01,12.69,2026-09-01,Stable,0.06,37.5,64.4,30.0,2.0,54.0,53.0,1.0
S08000025,NHS Orkney,D1,Neurology,Inpatient/Day case,GREEN,1.0,,0.0,0.0,0.0,0.0,2019-11-01,,,,,,,,,
S08000030,NHS Tayside,AG,Specialty (AG),New Outpatient,GREEN,1.0,4.92,9.55,8.94,9.42,8.93,2026-09-01,Stable,-0.3,19.0,49.0,61.0,3.0,147.0,139.0,8.0
S08000025,NHS Orkney,C1,Cardiothoracic Surgery,New Outpatient,GREEN,1.0,0.0,8.75,7.64,6.9,19.65,2026-09-01,Stable,0.06,7.0,14.0,53.0,0.0,309.0,300.0,9.0
S08000030,NHS Tayside,AH,Specialty (AH),Inpatient/Day case,GREEN,1.0,4.76,8.96,6.75,8.32,15.64,2026-09-01,Stable,0.0,31.0,74.0,42.0,2.0,101.0,99.0,2.0
